x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,2.019999999999999972e-05,1.178124120484192773e-02,1.879996008085948892e-03,1.855767478626494261e-03
3.850000000000000089e-01,5.725000000000000244e-05,1.190516678028153211e-02,1.936407736576883920e-03,1.915302667309600609e-03
7.700000000000000178e-01,1.044999999999999922e-04,1.202744959061446267e-02,1.994261006703234966e-03,1.976482472142568423e-03
1.155000000000000027e+00,1.618500000000000038e-04,1.214798186048603526e-02,2.053581974165748572e-03,2.039340249690852792e-03
1.540000000000000036e+00,2.295999999999999972e-04,1.226665639299509385e-02,2.114396419272504459e-03,2.103909111053342898e-03
1.925000000000000044e+00,3.079499999999999772e-04,1.238336317112885901e-02,2.176730337409609351e-03,2.170222478621649988e-03
2.310000000000000053e+00,3.937999999999999769e-04,1.249799214498376748e-02,2.240609508747138778e-03,2.238313616107750342e-03
2.694999999999999840e+00,4.870000000000000197e-04,1.261043230040918665e-02,2.306059537767811678e-03,2.308215690377615932e-03
3.080000000000000071e+00,5.866000000000000554e-04,1.272057227579536168e-02,2.373105805306249989e-03,2.379961709345628992e-03
3.464999999999999858e+00,6.936499999999999741e-04,1.282830023578887015e-02,2.441773436903760513e-03,2.453584462541654691e-03
3.850000000000000089e+00,8.071500000000000766e-04,1.293350410350730707e-02,2.512087246963261994e-03,2.529116468869200066e-03
4.235000000000000320e+00,9.268500000000000046e-04,1.303607149419323645e-02,2.584071687782497906e-03,2.606589897700062591e-03
4.620000000000000107e+00,1.052899999999999843e-03,1.313589023562797796e-02,2.657750806297184357e-03,2.686036531117337329e-03
5.004999999999999893e+00,1.184249999999999973e-03,1.323284843717359265e-02,2.733148188678469898e-03,2.767487647749723549e-03
5.389999999999999680e+00,1.321949999999999905e-03,1.332683405018762583e-02,2.810286873928766974e-03,2.850973963291184802e-03
5.775000000000000355e+00,1.465149999999999916e-03,1.341773565674689653e-02,2.889189327164786488e-03,2.936525595178908054e-03
6.160000000000000142e+00,1.611950000000000015e-03,1.350544245710800714e-02,2.969877389230028090e-03,3.024171924904340159e-03
6.544999999999999929e+00,1.760550000000000049e-03,1.358984443033916731e-02,3.052372168678757838e-03,3.113941523720734159e-03
6.929999999999999716e+00,1.908700000000000153e-03,1.367083251555465881e-02,3.136693993190184469e-03,3.205862072076727694e-03
7.315000000000000391e+00,2.051349999999999962e-03,1.374829873072489113e-02,3.222862344605207166e-03,3.299960242687851805e-03
7.700000000000000178e+00,2.184900000000000037e-03,1.382213642472064109e-02,3.310895763077839962e-03,3.396261607136539205e-03
8.085000000000000853e+00,2.304899999999999918e-03,1.389224037204093640e-02,3.400811778604503899e-03,3.494790547350227431e-03
