x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,5.552585781901639211e-04,5.552585781901639211e-04,5.552585783286155627e-04
3.850000000000000089e-01,1.145000000000000049e-04,6.457896317087850196e-04,6.457896317087850196e-04,6.457896318456805059e-04
7.700000000000000178e-01,2.089999999999999844e-04,7.396857642156698213e-04,7.396857642156698213e-04,7.396857643764099492e-04
1.155000000000000027e+00,3.237000000000000077e-04,8.370759376376433678e-04,8.370759376376433678e-04,8.370759377990329327e-04
1.540000000000000036e+00,4.591999999999999403e-04,9.380930030496047092e-04,9.380930030496047092e-04,9.380930032178696337e-04
1.925000000000000044e+00,6.158999999999999544e-04,1.042874440998748861e-03,1.042874440998748861e-03,1.042874441174161931e-03
2.310000000000000053e+00,7.876000000000000622e-04,1.151561982238526790e-03,1.151561982238526790e-03,1.151561982422973432e-03
2.694999999999999840e+00,9.740000000000000394e-04,1.264301778905710339e-03,1.264301778905710339e-03,1.264301779098012026e-03
3.080000000000000071e+00,1.173200000000000111e-03,1.381244383594026990e-03,1.381244383594026990e-03,1.381244383794567963e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.502544767221922683e-03,1.502544767221922683e-03,1.502544767431741824e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.628362315041909612e-03,1.628362315041909612e-03,1.628362315261213788e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.758860810795189996e-03,1.758860810795189996e-03,1.758860811024618451e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.894208350711356964e-03,1.894208350711356964e-03,1.894208350950026508e-03
5.004999999999999893e+00,2.368499999999999946e-03,2.034577299031001436e-03,2.034577299031001436e-03,2.034577299279502743e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.180144250307290265e-03,2.180144250307290265e-03,2.180144250566424125e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.331089870791292536e-03,2.331089870791292536e-03,2.331089871061913302e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.487598734562180332e-03,2.487598734562180332e-03,2.487598734844078535e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.649859178797090483e-03,2.649859178797090483e-03,2.649859179091162975e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.818063107664495800e-03,2.818063107664495800e-03,2.818063107970906513e-03
7.315000000000000391e+00,4.102699999999999923e-03,2.992405697024179325e-03,2.992405697024179325e-03,2.992405697343383190e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.173085184150219347e-03,3.173085184150219347e-03,3.173085184483128828e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.360302484702715371e-03,3.360302484702715371e-03,3.360302485049035566e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.554260839838527773e-03,3.554260839838527773e-03,3.554260840198864534e-03
8.855000000000000426e+00,5.006800000000000486e-03,3.755165412655313111e-03,3.755165412655313111e-03,3.755165413030356857e-03
9.240000000000000213e+00,5.167499999999999351e-03,3.963222793436751816e-03,3.963222793436751816e-03,3.963222793827249346e-03
9.625000000000000000e+00,5.305300000000000640e-03,4.178640492527814498e-03,4.178640492527814498e-03,4.178640492935268951e-03
1.000999999999999979e+01,5.423199999999999549e-03,4.401626317937330606e-03,4.401626317937330606e-03,4.401626318362107139e-03
1.039499999999999957e+01,5.526500000000000162e-03,4.632387688304836701e-03,4.632387688304836701e-03,4.632387688746120863e-03
1.077999999999999936e+01,5.620499999999999628e-03,4.871130901718222217e-03,4.871130901718222217e-03,4.871130902175072920e-03
1.116499999999999915e+01,5.708399999999999759e-03,5.118060513063888914e-03,5.118060513063888914e-03,5.118060513539121614e-03
1.155000000000000071e+01,5.790199999999999687e-03,5.373378317047300574e-03,5.373378317047300574e-03,5.373378317541256145e-03
1.193500000000000050e+01,5.869499999999999718e-03,5.637282343753626662e-03,5.637282343753626662e-03,5.637282344265814177e-03
1.232000000000000028e+01,5.949100000000000568e-03,5.909965846208800611e-03,5.909965846208800611e-03,5.909965846739057005e-03
1.270500000000000007e+01,6.030300000000000590e-03,6.191616347605332152e-03,6.191616347605332152e-03,6.191616348155965475e-03
1.308999999999999986e+01,6.122299999999999791e-03,6.482414243433412895e-03,6.482414243433412895e-03,6.482414244004723256e-03
1.347499999999999964e+01,6.218500000000000069e-03,6.782531455533832507e-03,6.782531455533832507e-03,6.782531456124872744e-03
1.385999999999999943e+01,6.324800000000000214e-03,7.092130041504770416e-03,7.092130041504770416e-03,7.092130042114944653e-03
1.424499999999999922e+01,6.446999999999999606e-03,7.411360927137180914e-03,7.411360927137180914e-03,7.411360927768039127e-03
1.463000000000000078e+01,6.586399999999999200e-03,7.740362058151358492e-03,7.740362058151358492e-03,7.740362058802833026e-03
1.501500000000000057e+01,6.752900000000000048e-03,8.079256671082023222e-03,8.079256671082023222e-03,8.079256671753994382e-03
1.540000000000000036e+01,6.949299999999999401e-03,8.428151636260761137e-03,8.428151636260761137e-03,8.428151636954907266e-03
1.578500000000000014e+01,7.181199999999999563e-03,8.787135431629150562e-03,8.787135431629150562e-03,8.787135432345149003e-03
1.617000000000000171e+01,7.450599999999999931e-03,9.156276004015450817e-03,9.156276004015450817e-03,9.156276004751202555e-03
1.655499999999999972e+01,7.761100000000000811e-03,9.535618861011794026e-03,9.535618861011794026e-03,9.535618861769923696e-03
1.694000000000000128e+01,8.113500000000000920e-03,9.925184915304897937e-03,9.925184915304897937e-03,9.925184916085186965e-03
1.732499999999999929e+01,8.505099999999999813e-03,1.032496781870191442e-02,1.032496781870191442e-02,1.032496781950233318e-02
1.771000000000000085e+01,8.938500000000000265e-03,1.073493174885139546e-02,1.073493174885139546e-02,1.073493174967296744e-02
1.809499999999999886e+01,9.411799999999999680e-03,1.115500926464474060e-02,1.115500926464474060e-02,1.115500926548826897e-02
1.848000000000000043e+01,9.917299999999998686e-03,1.158509820106468080e-02,1.158509820106468080e-02,1.158509820192813421e-02
1.886499999999999844e+01,1.045289999999999934e-02,1.202505917571776613e-02,1.202505917571776613e-02,1.202505917660014363e-02
1.925000000000000000e+01,1.101489999999999934e-02,1.247471350608731107e-02,1.247471350608731107e-02,1.247471350699059546e-02
1.963500000000000156e+01,1.160439999999999909e-02,1.293383989514474731e-02,1.293383989514474731e-02,1.293383989606705642e-02
2.001999999999999957e+01,1.222339999999999885e-02,1.340217167525226821e-02,1.340217167525226821e-02,1.340217167619041361e-02
2.040500000000000114e+01,1.286760000000000161e-02,1.387939479644448998e-02,1.387939479644448998e-02,1.387939479740133569e-02
2.078999999999999915e+01,1.352640000000000092e-02,1.436514473283717619e-02,1.436514473283717619e-02,1.436514473381103781e-02
2.117500000000000071e+01,1.419779999999999827e-02,1.485900350074535400e-02,1.485900350074535400e-02,1.485900350173128583e-02
2.155999999999999872e+01,1.488210000000000054e-02,1.536049772341345661e-02,1.536049772341345661e-02,1.536049772441459502e-02
2.194500000000000028e+01,1.557779999999999929e-02,1.586909629619348214e-02,1.586909629619348214e-02,1.586909629720814618e-02
2.232999999999999829e+01,1.627680000000000099e-02,1.638420726993002063e-02,1.638420726993002063e-02,1.638420727095371565e-02
2.271499999999999986e+01,1.697529999999999872e-02,1.690517615204259819e-02,1.690517615204259819e-02,1.690517615307503274e-02
2.310000000000000142e+01,1.767440000000000330e-02,1.743128464543114084e-02,1.743128464543114084e-02,1.743128464647196452e-02
2.348499999999999943e+01,1.838140000000000260e-02,1.796174781485818106e-02,1.796174781485818106e-02,1.796174781590366767e-02
2.387000000000000099e+01,1.908899999999999833e-02,1.849571292587759083e-02,1.849571292587759083e-02,1.849571292692442012e-02
2.425499999999999901e+01,1.979740000000000319e-02,1.903225917903574385e-02,1.903225917903574385e-02,1.903225918008394010e-02
2.464000000000000057e+01,2.049399999999999833e-02,1.957039602516221638e-02,1.957039602516221638e-02,1.957039602620862240e-02
2.502499999999999858e+01,2.117930000000000160e-02,2.010906279418115533e-02,2.010906279418115533e-02,2.010906279522122614e-02
2.541000000000000014e+01,2.184429999999999705e-02,2.064712936630588858e-02,2.064712936630588858e-02,2.064712936733843068e-02
2.579500000000000171e+01,2.248750000000000054e-02,2.118339637243691481e-02,2.118339637243691481e-02,2.118339637345892021e-02
2.617999999999999972e+01,2.311340000000000269e-02,2.171659606518681895e-02,2.171659606518681895e-02,2.171659606619445390e-02
2.656500000000000128e+01,2.372370000000000034e-02,2.224539405319706994e-02,2.224539405319706994e-02,2.224539405418653540e-02
2.694999999999999929e+01,2.431179999999999800e-02,2.276839154842775353e-02,2.276839154842775353e-02,2.276839154939579515e-02
2.733500000000000085e+01,2.488240000000000243e-02,2.328412828841892185e-02,2.328412828841892185e-02,2.328412828936325327e-02
2.771999999999999886e+01,2.542310000000000056e-02,2.379108580657884886e-02,2.379108580657884886e-02,2.379108580749377325e-02
2.810500000000000043e+01,2.593200000000000019e-02,2.428769097123666815e-02,2.428769097123666815e-02,2.428769097211753644e-02
2.848999999999999844e+01,2.641390000000000057e-02,2.477232221033567883e-02,2.477232221033567883e-02,2.477232221118074590e-02
2.887500000000000000e+01,2.687230000000000174e-02,2.524331490626981894e-02,2.524331490626981894e-02,2.524331490707623291e-02
2.926000000000000156e+01,2.730330000000000257e-02,2.569896573830973349e-02,2.569896573830973349e-02,2.569896573907148873e-02
2.964499999999999957e+01,2.770109999999999587e-02,2.613754171531362455e-02,2.613754171531362455e-02,2.613754171602767837e-02
3.003000000000000114e+01,2.806780000000000039e-02,2.655728748072557974e-02,2.655728748072557974e-02,2.655728748138543732e-02
3.041499999999999915e+01,2.840350000000000166e-02,2.695643335621927122e-02,2.695643335621927122e-02,2.695643335682168518e-02
3.080000000000000071e+01,2.871240000000000250e-02,2.733320656903288209e-02,2.733320656903288209e-02,2.733320656957587136e-02
3.118499999999999872e+01,2.897200000000000122e-02,2.768583815555374777e-02,2.768583815555374777e-02,2.768583815603013754e-02
3.157000000000000028e+01,2.918799999999999867e-02,2.801257597100641206e-02,2.801257597100641206e-02,2.801257597141458902e-02
