dist(m),time(s),Acetaldehyde,CeCation(S), Acetaldehyde1-Ce(S), Acetaldehyde2-Ce(S), OAnion(S)
0.000000000000000000e+00,0.000000000000000000e+00,3.367363837952661852e-24,3.367363837952661852e-24,-3.367363837952980705e-24,3.188594849037804186e-37,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,9.444954660515774924e-21,9.444954660515774924e-21,-9.444954660516513699e-21,7.388248594071666770e-34,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,4.204126982113734070e-20,4.204126982113734070e-20,-4.204126982114159580e-20,4.253859300814850571e-33,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.768809174092954612e-19,1.768809174092954612e-19,-1.768809174093153465e-19,1.989694686339350725e-32,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,7.056264256676043256e-19,7.056264256676043256e-19,-7.056264256676900295e-19,8.566436333021868534e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,2.676812826916957941e-18,2.676812826916957941e-18,-2.676812826917306149e-18,3.480411244902303399e-31,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,9.682356200647587934e-18,9.682356200647587934e-18,-9.682356200648933003e-18,1.344392048668104029e-30,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,3.347745287349432463e-17,3.347745287349432463e-17,-3.347745287349927967e-17,4.955391062893595287e-30,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,1.109035357197696120e-16,1.109035357197696120e-16,-1.109035357197870902e-16,1.747597984311987197e-29,0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+00,3.527805026725882645e-16,3.527805026725882645e-16,-3.527805026726473797e-16,5.910364533335822243e-29,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,1.079720507886520375e-15,1.079720507886520375e-15,-1.079720507886712462e-15,1.920909717721598617e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,3.185581744833835195e-15,3.185581744833835195e-15,-3.185581744834436307e-15,6.011252975331440315e-28,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+01,9.076223421915039492e-15,9.076223421915039492e-15,-9.076223421916853872e-15,1.814582939407358736e-27,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,2.501359686515386318e-14,2.501359686515386318e-14,-2.501359686515915486e-14,5.292703147128104379e-27,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,6.678239950466030697e-14,6.678239950466030697e-14,-6.678239950467525115e-14,1.493994667165277956e-26,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,1.729643654376176136e-13,1.729643654376176136e-13,-1.729643654376584829e-13,4.087083567964268836e-26,0.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,4.350664833706669495e-13,4.350664833706669495e-13,-4.350664833707754462e-13,1.084958016170195642e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+01,1.063603670215872218e-12,1.063603670215872218e-12,-1.063603670216151917e-12,2.797425597647697511e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+01,2.526984292021065350e-12,2.526984292021065350e-12,-2.526984292021766111e-12,7.008356820720120017e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+01,5.824776011529204461e-12,5.824776011529204461e-12,-5.824776011530908906e-12,1.704755396423244820e-24,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+01,1.295981924046150286e-11,1.295981924046150286e-11,-1.295981924046551759e-11,4.014157425653621082e-24,0.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,2.751120363279264218e-11,2.751120363279264218e-11,-2.751120363280172502e-11,9.083563044705526724e-24,0.000000000000000000e+00
