Distance (m),time(s),T_gas (K),T_surf (K),P (atm),Acetaldehyde,CeCation(S),Acetaldehyde1-Ce(S),Acetaldehyde2-Ce(S),OAnion(S)
0.0,0.0,300.0,100.0,9.999999999999998e-21,1.0,1.5873443707449112e-16,0.24999999999999986,0.25000000000000006,0.5000000000000001
0.0,1.0,300.0,102.0,9.999999999999998e-21,1.0,3.473997146030957e-13,0.24999999999965264,0.2500000000000001,0.5000000000000002
0.0,2.0,300.0,104.0,9.999999999999998e-21,1.0,1.8930346344978505e-12,0.24999999999810688,0.25000000000000006,0.5000000000000001
0.0,3.0,300.0,106.0,9.999999999999998e-21,1.0,8.396009539251363e-12,0.2499999999916039,0.25000000000000006,0.5000000000000001
0.0,4.0,300.0,108.0,9.999999999999998e-21,1.0,3.4338157541737014e-11,0.24999999996566177,0.25000000000000006,0.5000000000000001
0.0,5.0,300.0,110.0,9.999999999999998e-21,1.0,1.327503938254482e-10,0.24999999986724963,0.25000000000000006,0.5000000000000001
0.0,6.0,300.0,112.0,9.999999999999998e-21,1.0,4.887193717904366e-10,0.2499999995112806,0.25,0.5
0.0,7.0,300.0,114.0,9.999999999999998e-21,1.0,1.7195080823344045e-09,0.2499999982804919,0.25000000000000006,0.5000000000000001
0.0,8.0,300.0,116.0,9.999999999999998e-21,1.0,5.7968439758289905e-09,0.24999999420315605,0.25000000000000006,0.5000000000000001
0.0,9.0,300.0,118.0,9.999999999999998e-21,1.0,1.8766715613942103e-08,0.24999998123328443,0.2500000000000001,0.5000000000000002
0.0,10.0,300.0,120.0,9.999999999999998e-21,1.0,5.8462324541440356e-08,0.24999994153767544,0.24999999999999997,0.49999999999999994
0.0,11.0,300.0,122.0,9.999999999999998e-21,1.0,1.7557931797777677e-07,0.24999982442068203,0.24999999999999997,0.49999999999999994
0.0,12.0,300.0,124.0,9.999999999999998e-21,1.0,5.09264189203701e-07,0.24999949073581082,0.25000000000000006,0.5000000000000001
0.0,13.0,300.0,126.0,9.999999999999998e-21,1.0,1.4288832938941407e-06,0.24999857111670612,0.25000000000000006,0.5000000000000001
