dist(m), time(s),Acetaldehyde
0.000000000000000000e+00,0.000000000000000000e+00,3.367363837952661852e-24
0.000000000000000000e+00,1.000000000000000000e+00,9.444954660515774924e-21
0.000000000000000000e+00,2.000000000000000000e+00,4.204126982113734070e-20
0.000000000000000000e+00,3.000000000000000000e+00,1.768809174092954612e-19
0.000000000000000000e+00,4.000000000000000000e+00,7.056264256676043256e-19
0.000000000000000000e+00,5.000000000000000000e+00,2.676812826916957941e-18
0.000000000000000000e+00,6.000000000000000000e+00,9.682356200647587934e-18
0.000000000000000000e+00,7.000000000000000000e+00,3.347745287349432463e-17
0.000000000000000000e+00,8.000000000000000000e+00,1.109035357197696120e-16
0.000000000000000000e+00,9.000000000000000000e+00,3.527805026725882645e-16
0.000000000000000000e+00,1.000000000000000000e+01,1.079720507886520375e-15
0.000000000000000000e+00,1.100000000000000000e+01,3.185581744833835195e-15
0.000000000000000000e+00,1.200000000000000000e+01,9.076223421915039492e-15
0.000000000000000000e+00,1.300000000000000000e+01,2.501359686515386318e-14
0.000000000000000000e+00,1.400000000000000000e+01,6.678239950466030697e-14
0.000000000000000000e+00,1.500000000000000000e+01,1.729643654376176136e-13
0.000000000000000000e+00,1.600000000000000000e+01,4.350664833706669495e-13
0.000000000000000000e+00,1.700000000000000000e+01,1.063603670215872218e-12
0.000000000000000000e+00,1.800000000000000000e+01,2.526984292021065350e-12
0.000000000000000000e+00,1.900000000000000000e+01,5.824776011529204461e-12
0.000000000000000000e+00,2.000000000000000000e+01,1.295981924046150286e-11
0.000000000000000000e+00,2.100000000000000000e+01,2.751120363279264218e-11
0.000000000000000000e+00,2.200000000000000000e+01,5.445833390860214490e-11
0.000000000000000000e+00,2.300000000000000000e+01,9.680465539775129354e-11
0.000000000000000000e+00,2.400000000000000000e+01,1.477879470910388246e-10
0.000000000000000000e+00,2.500000000000000000e+01,1.898659169683108670e-10
0.000000000000000000e+00,2.600000000000000000e+01,2.124547296324249279e-10
0.000000000000000000e+00,2.700000000000000000e+01,2.207773571189767788e-10
0.000000000000000000e+00,2.800000000000000000e+01,2.229141667612268108e-10
0.000000000000000000e+00,2.900000000000000000e+01,2.229078699601334171e-10
0.000000000000000000e+00,3.000000000000000000e+01,2.533931127293390305e-10
0.000000000000000000e+00,3.100000000000000000e+01,3.481024016372253591e-10
0.000000000000000000e+00,3.200000000000000000e+01,4.218905192596883633e-10
0.000000000000000000e+00,3.300000000000000000e+01,4.645396053142475471e-10
0.000000000000000000e+00,3.400000000000000000e+01,4.818739056738377006e-10
0.000000000000000000e+00,3.500000000000000000e+01,4.823873575596897576e-10
0.000000000000000000e+00,3.600000000000000000e+01,4.702702286946772103e-10
0.000000000000000000e+00,3.700000000000000000e+01,1.046676072962463939e-10
0.000000000000000000e+00,3.800000000000000000e+01,1.201422805121465071e-10
0.000000000000000000e+00,3.900000000000000000e+01,1.266305943018942472e-10
0.000000000000000000e+00,4.000000000000000000e+01,1.278426732054366187e-10
0.000000000000000000e+00,4.100000000000000000e+01,1.266606963870479608e-10
