-4.286851459961093269e+01,2.000000000000000000e+02,5.000000000000000000e+02
-4.324825012716183892e+01,2.239105248920228632e+02,4.460266043440014414e+02
-4.359977645855423134e+01,2.494351194857866858e+02,5.058231645826860472e+02
-4.329406653392023685e+01,2.350827436675826903e+02,5.454748842429152091e+02
-4.283124312836786629e+01,1.992878228466760788e+02,5.529778340241314254e+02
-4.300523596997842901e+01,1.916363491752609320e+02,6.849831931778295484e+02
-4.305723450499082361e+01,1.976304851352751371e+02,6.885265360897973324e+02
-4.333738955041825136e+01,1.818904073634504073e+02,7.696620824612481329e+02
-4.328013759363623336e+01,1.450933430953585912e+02,7.400176679819203400e+02
-4.347239854114572211e+01,1.202900723111508654e+02,7.150091731729204412e+02
-4.347239854114572211e+01,1.202900723111508654e+02,7.150091731729204412e+02
-4.295886113211892621e+01,1.353506671829953518e+02,6.026442802361947315e+02
-4.296975995122246417e+01,1.336154801966111734e+02,5.049384430586403028e+02
-4.299626860290130992e+01,1.466675860025001157e+02,4.301328821472051800e+02
-4.391394465975890427e+01,1.047551631813440594e+02,3.520833614589134299e+02
-4.408757635624329652e+01,1.482225326880890464e+02,2.297258452112407667e+02
-4.408757635624329652e+01,1.482225326880890464e+02,2.297258452112407667e+02
-4.385831997809236071e+01,1.815922137598395238e+02,2.503595534759869849e+02
-4.373579612183709742e+01,1.851629388254251296e+02,2.689227572240574773e+02
-4.403353481880682807e+01,1.320653431864011793e+02,2.573742359702270619e+02
-4.403353481880682807e+01,1.320653431864011793e+02,2.573742359702270619e+02
-4.403353481880682807e+01,1.320653431864011793e+02,2.573742359702270619e+02
-4.422014487579149034e+01,2.114280441439720448e+02,2.314124966504920735e+02
-4.421282869121992576e+01,1.664431730752499732e+02,2.050901807385980078e+02
-4.421282869121992576e+01,1.664431730752499732e+02,2.050901807385980078e+02
-4.421282869121992576e+01,1.664431730752499732e+02,2.050901807385980078e+02
-4.509306116062262504e+01,2.233944503052118762e+02,1.515222704041010502e+02
-4.554337848879492867e+01,1.803959885247118677e+02,7.588698091893269293e+01
-4.500926216532145219e+01,1.689063405556002522e+02,1.223435283823080937e+02
-4.508541024331398717e+01,1.728318948274852858e+02,1.151966653998224785e+02
-4.508541024331398717e+01,1.728318948274852858e+02,1.151966653998224785e+02
-4.474954427795466927e+01,1.890643236613530291e+02,1.517123286864801344e+02
-4.569219795660329453e+01,1.953073178819237796e+02,6.937512995997683163e+01
-4.569219795660329453e+01,1.953073178819237796e+02,6.937512995997683163e+01
-4.548227295461160935e+01,1.726036349150797946e+02,8.010957772388113085e+01
-4.626770730736799919e+01,1.771237249428573080e+02,1.777692160222392914e+01
-4.509269880365695826e+01,1.988894699697339377e+02,1.246251448689239680e+02
-4.459537760238607973e+01,1.684776274490529602e+02,1.630104046849847350e+02
-4.459537760238607973e+01,1.684776274490529602e+02,1.630104046849847350e+02
-4.512370572655535028e+01,1.874830823029936084e+02,1.150663322329886569e+02
-4.512370572655535028e+01,1.874830823029936084e+02,1.150663322329886569e+02
-4.491060976109615410e+01,1.800261628584656819e+02,1.325562301446786933e+02
-4.490352444314884650e+01,1.615805748517589109e+02,1.337069494955710525e+02
-4.507781549517015662e+01,1.836307779810975376e+02,1.178412191849480877e+02
-4.507781549517015662e+01,1.836307779810975376e+02,1.178412191849480877e+02
-4.502157383208931662e+01,1.577013588437012288e+02,1.238418205830410699e+02
-4.439613520407214509e+01,1.640825850314401748e+02,1.849570632503863408e+02
-4.439613520407214509e+01,1.640825850314401748e+02,1.849570632503863408e+02
