x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,1.022202850352118414e-03,1.022202850352118414e-03,1.031566156604088024e-03
3.850000000000000089e-01,1.145000000000000049e-04,1.090979248096971086e-03,1.090979248096971086e-03,1.100583493896132355e-03
7.700000000000000178e-01,2.089999999999999844e-04,1.162671133210607579e-03,1.162671133210607579e-03,1.172519229798104495e-03
1.155000000000000027e+00,3.237000000000000077e-04,1.237400739726401706e-03,1.237400739726401706e-03,1.247495405801799222e-03
1.540000000000000036e+00,4.591999999999999403e-04,1.315295888250030132e-03,1.315295888250030132e-03,1.325639626993657498e-03
1.925000000000000044e+00,6.158999999999999544e-04,1.396489398003901428e-03,1.396489398003901428e-03,1.407084470127465455e-03
2.310000000000000053e+00,7.876000000000000622e-04,1.481119987621216504e-03,1.481119987621216504e-03,1.491968384012120480e-03
2.694999999999999840e+00,9.740000000000000394e-04,1.569332084244530728e-03,1.569332084244530728e-03,1.580435494534822641e-03
3.080000000000000071e+00,1.173200000000000111e-03,1.661276555237863658e-03,1.661276555237863658e-03,1.672636335957336084e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.757110533701093397e-03,1.757110533701093397e-03,1.768727671103031973e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.856997871500752628e-03,1.856997871500752628e-03,1.868872942353394691e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.961109379570903297e-03,1.961109379570903297e-03,1.973242508443974474e-03
4.620000000000000107e+00,2.105800000000000553e-03,2.069623084935279331e-03,2.069623084935279331e-03,2.082013897097811581e-03
5.004999999999999893e+00,2.368499999999999946e-03,2.182724549941756666e-03,2.182724549941756666e-03,2.195372120836522768e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.300607076965552941e-03,2.300607076965552941e-03,2.313509876938165798e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.423471987869091175e-03,2.423471987869091175e-03,2.436627821980548100e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.551528925754326452e-03,2.551528925754326452e-03,2.564934867386190268e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.684996169183171202e-03,2.684996169183171202e-03,2.698648489540076984e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.824100754878528571e-03,2.824100754878528571e-03,2.837994845423090842e-03
