x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,3.039744698941333832e-05,3.039744698941333832e-05,3.039744589602730597e-05
3.850000000000000089e-01,1.145000000000000049e-04,1.495080724643108028e-04,1.495080724643108028e-04,1.495080712972958318e-04
7.700000000000000178e-01,2.089999999999999844e-04,2.726345980150371266e-04,2.726345980150371266e-04,2.726345968871230667e-04
1.155000000000000027e+00,3.237000000000000077e-04,3.998888308327099668e-04,3.998888308327099668e-04,3.998888296364933926e-04
1.540000000000000036e+00,4.591999999999999403e-04,5.313839555928822397e-04,5.313839555928822397e-04,5.313839543514594765e-04
1.925000000000000044e+00,6.158999999999999544e-04,6.672349462362755883e-04,6.672349462362755883e-04,6.672349449473771298e-04
2.310000000000000053e+00,7.876000000000000622e-04,8.075581457369856260e-04,8.075581457369856260e-04,8.075581443990249592e-04
2.694999999999999840e+00,9.740000000000000394e-04,9.524712304311452838e-04,9.524712304311452838e-04,9.524712290437301445e-04
3.080000000000000071e+00,1.173200000000000111e-03,1.102093078796898863e-03,1.102093078796898863e-03,1.102093077358484805e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.256543645714676112e-03,1.256543645714676112e-03,1.256543644224333758e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.415943815859497168e-03,1.415943815859497168e-03,1.415943814315816620e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.580415210393705224e-03,1.580415210393705224e-03,1.580415208798439854e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.750080004878815229e-03,1.750080004878815229e-03,1.750080003228664293e-03
5.004999999999999893e+00,2.368499999999999946e-03,1.925060806940598898e-03,1.925060806940598898e-03,1.925060805232612282e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.105480366855851538e-03,2.105480366855851538e-03,2.105480365088357834e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.291461359930455077e-03,2.291461359930455077e-03,2.291461358102145005e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.483126134968175955e-03,2.483126134968175955e-03,2.483126133077716378e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.680596441133404478e-03,2.680596441133404478e-03,2.680596439178781383e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.883993132233630789e-03,2.883993132233630789e-03,2.883993130213901353e-03
7.315000000000000391e+00,4.102699999999999923e-03,3.093435844154121452e-03,3.093435844154121452e-03,3.093435842064575034e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.309042685906398839e-03,3.309042685906398839e-03,3.309042683737799338e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.530929822823986389e-03,3.530929822823986389e-03,3.530929820575175442e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.759211078633751570e-03,3.759211078633751570e-03,3.759211076307311748e-03
8.855000000000000426e+00,5.006800000000000486e-03,3.993997510067971365e-03,3.993997510067971365e-03,3.993997507671661652e-03
9.240000000000000213e+00,5.167499999999999351e-03,4.235396951765243653e-03,4.235396951765243653e-03,4.235396949304954736e-03
9.625000000000000000e+00,5.305300000000000640e-03,4.483513700348947841e-03,4.483513700348947841e-03,4.483513697807694175e-03
1.000999999999999979e+01,5.423199999999999549e-03,4.738447862982382401e-03,4.738447862982382401e-03,4.738447860359719030e-03
1.039499999999999957e+01,5.526500000000000162e-03,5.000294761286412995e-03,5.000294761286412995e-03,5.000294758587438271e-03
1.077999999999999936e+01,5.620499999999999628e-03,5.269144426253278245e-03,5.269144426253278245e-03,5.269144423470989089e-03
1.116499999999999915e+01,5.708399999999999759e-03,5.545081146800857376e-03,5.545081146800857376e-03,5.545081143925591378e-03
1.155000000000000071e+01,5.790199999999999687e-03,5.828182558250034201e-03,5.828182558250034201e-03,5.828182555285870564e-03
1.193500000000000050e+01,5.869499999999999718e-03,6.118518994445232631e-03,6.118518994445232631e-03,6.118518991406639816e-03
1.232000000000000028e+01,5.949100000000000568e-03,6.416152990477378554e-03,6.416152990477378554e-03,6.416152987350774543e-03
1.270500000000000007e+01,6.030300000000000590e-03,6.721138565839885129e-03,6.721138565839885129e-03,6.721138562626505913e-03
1.308999999999999986e+01,6.122299999999999791e-03,7.033520135006405063e-03,7.033520135006405063e-03,7.033520131710112137e-03
1.347499999999999964e+01,6.218500000000000069e-03,7.353331986423327846e-03,7.353331986423327846e-03,7.353331983031784723e-03
1.385999999999999943e+01,6.324800000000000214e-03,7.680597308146664380e-03,7.680597308146664380e-03,7.680597304664698796e-03
1.424499999999999922e+01,6.446999999999999606e-03,8.015327115407725952e-03,8.015327115407725952e-03,8.015327111842437263e-03
1.463000000000000078e+01,6.586399999999999200e-03,8.357519793158582969e-03,8.357519793158582969e-03,8.357519789495369139e-03
1.501500000000000057e+01,6.752900000000000048e-03,8.707159775514670616e-03,8.707159775514670616e-03,8.707159771761658826e-03
1.540000000000000036e+01,6.949299999999999401e-03,9.064216413503016490e-03,9.064216413503016490e-03,9.064216409664449872e-03
1.578500000000000014e+01,7.181199999999999563e-03,9.428643594557854779e-03,9.428643594557854779e-03,9.428643590619715034e-03
1.617000000000000171e+01,7.450599999999999931e-03,9.800378022112898532e-03,9.800378022112898532e-03,9.800378018087892509e-03
1.655499999999999972e+01,7.761100000000000811e-03,1.017933813325621120e-02,1.017933813325621120e-02,1.017933812914863755e-02
1.694000000000000128e+01,8.113500000000000920e-03,1.056542372034772505e-02,1.056542372034772505e-02,1.056542371614923453e-02
1.732499999999999929e+01,8.505099999999999813e-03,1.095851399512576957e-02,1.095851399512576957e-02,1.095851399084409906e-02
1.771000000000000085e+01,8.938500000000000265e-03,1.135846689061964510e-02,1.135846689061964510e-02,1.135846688624437238e-02
1.809499999999999886e+01,9.411799999999999680e-03,1.176511760337027070e-02,1.176511760337027070e-02,1.176511759891735176e-02
1.848000000000000043e+01,9.917299999999998686e-03,1.217827740108200565e-02,1.217827740108200565e-02,1.217827739654028102e-02
1.886499999999999844e+01,1.045289999999999934e-02,1.259773288516546734e-02,1.259773288516546734e-02,1.259773288054229744e-02
1.925000000000000000e+01,1.101489999999999934e-02,1.302324391984167884e-02,1.302324391984167884e-02,1.302324391514315428e-02
1.963500000000000156e+01,1.160439999999999909e-02,1.345454349883117712e-02,1.345454349883117712e-02,1.345454349404982472e-02
2.001999999999999957e+01,1.222339999999999885e-02,1.389133536790673577e-02,1.389133536790673577e-02,1.389133536305362307e-02
2.040500000000000114e+01,1.286760000000000161e-02,1.433329418021186442e-02,1.433329418021186442e-02,1.433329417528636691e-02
2.078999999999999915e+01,1.352640000000000092e-02,1.478006299267116234e-02,1.478006299267116234e-02,1.478006298768939908e-02
2.117500000000000071e+01,1.419779999999999827e-02,1.523125271456866187e-02,1.523125271456866187e-02,1.523125270952719289e-02
2.155999999999999872e+01,1.488210000000000054e-02,1.568644164455705592e-02,1.568644164455705592e-02,1.568644163945943568e-02
2.194500000000000028e+01,1.557779999999999929e-02,1.614517342346797127e-02,1.614517342346797127e-02,1.614517341832495331e-02
2.232999999999999829e+01,1.627680000000000099e-02,1.660695650658619918e-02,1.660695650658619918e-02,1.660695650140652305e-02
2.271499999999999986e+01,1.697529999999999872e-02,1.707126342865103799e-02,1.707126342865103799e-02,1.707126342343227854e-02
2.310000000000000142e+01,1.767440000000000330e-02,1.753753018242911604e-02,1.753753018242911604e-02,1.753753017716311313e-02
2.348499999999999943e+01,1.838140000000000260e-02,1.800515480609744465e-02,1.800515480609744465e-02,1.800515480080359249e-02
2.387000000000000099e+01,1.908899999999999833e-02,1.847349709454636571e-02,1.847349709454636571e-02,1.847349708923243239e-02
2.425499999999999901e+01,1.979740000000000319e-02,1.894187835352478116e-02,1.894187835352478116e-02,1.894187834819921132e-02
2.464000000000000057e+01,2.049399999999999833e-02,1.940958104181766258e-02,1.940958104181766258e-02,1.940958103648743674e-02
2.502499999999999858e+01,2.117930000000000160e-02,1.987584856486038914e-02,1.987584856486038914e-02,1.987584855953549584e-02
2.541000000000000014e+01,2.184429999999999705e-02,2.033988534029546741e-02,2.033988534029546741e-02,2.033988533498549967e-02
2.579500000000000171e+01,2.248750000000000054e-02,2.080085712101725770e-02,2.080085712101725770e-02,2.080085711573111465e-02
2.617999999999999972e+01,2.311340000000000269e-02,2.125789140871749833e-02,2.125789140871749833e-02,2.125789140346542525e-02
2.656500000000000128e+01,2.372370000000000034e-02,2.171007817575152862e-02,2.171007817575152862e-02,2.171007817054598776e-02
2.694999999999999929e+01,2.431179999999999800e-02,2.215647084762939131e-02,2.215647084762939131e-02,2.215647084248050999e-02
2.733500000000000085e+01,2.488240000000000243e-02,2.259608762362403864e-02,2.259608762362403864e-02,2.259608761854415768e-02
2.771999999999999886e+01,2.542310000000000056e-02,2.302791268844658554e-02,2.302791268844658554e-02,2.302791268346750242e-02
2.810500000000000043e+01,2.593200000000000019e-02,2.345089840152762145e-02,2.345089840152762145e-02,2.345089839666944856e-02
2.848999999999999844e+01,2.641390000000000057e-02,2.386396776736578532e-02,2.386396776736578532e-02,2.386396776264150532e-02
2.887500000000000000e+01,2.687230000000000174e-02,2.426601709721391831e-02,2.426601709721391831e-02,2.426601709262338896e-02
2.926000000000000156e+01,2.730330000000000257e-02,2.465591851853451977e-02,2.465591851853451977e-02,2.465591851407523960e-02
2.964499999999999957e+01,2.770109999999999587e-02,2.503252198227046491e-02,2.503252198227046491e-02,2.503252197795151693e-02
3.003000000000000114e+01,2.806780000000000039e-02,2.539466088091197823e-02,2.539466088091197823e-02,2.539466087674829148e-02
3.041499999999999915e+01,2.840350000000000166e-02,2.574115561721285195e-02,2.574115561721285195e-02,2.574115561322791110e-02
3.080000000000000071e+01,2.871240000000000250e-02,2.607081746876571682e-02,2.607081746876571682e-02,2.607081746498253819e-02
3.118499999999999872e+01,2.897200000000000122e-02,2.638245483382590378e-02,2.638245483382590378e-02,2.638245483026709776e-02
3.157000000000000028e+01,2.918799999999999867e-02,2.667487848695647423e-02,2.667487848695647423e-02,2.667487848362817479e-02
3.195499999999999829e+01,2.936000000000000068e-02,2.694690496827242474e-02,2.694690496827242474e-02,2.694690496517403860e-02
3.234000000000000341e+01,2.948759999999999923e-02,2.719736480422612485e-02,2.719736480422612485e-02,2.719736480137521090e-02
3.272500000000000142e+01,2.957809999999999953e-02,2.742510865269687584e-02,2.742510865269687584e-02,2.742510865011230439e-02
3.310999999999999943e+01,2.963199999999999862e-02,2.762901426570367122e-02,2.762901426570367122e-02,2.762901426340416688e-02
3.349499999999999744e+01,2.965169999999999959e-02,2.780799458800662510e-02,2.780799458800662510e-02,2.780799458600631546e-02
3.388000000000000256e+01,2.963239999999999971e-02,2.796100304441870646e-02,2.796100304441870646e-02,2.796100304272598064e-02
3.426500000000000057e+01,2.956080000000000166e-02,2.808704386487972590e-02,2.808704386487972590e-02,2.808704386351270135e-02
3.464999999999999858e+01,2.944820000000000423e-02,2.818517898067022381e-02,2.818517898067022381e-02,2.818517897963705027e-02
3.503499999999999659e+01,2.928859999999999797e-02,2.825453596174352239e-02,2.825453596174352239e-02,2.825453596105712700e-02
3.542000000000000171e+01,2.908459999999999865e-02,2.829431852049436522e-02,2.829431852049436522e-02,2.829431852016821985e-02
3.580499999999999972e+01,2.884359999999999702e-02,2.830381187292788786e-02,2.830381187292788786e-02,2.830381187296871284e-02
3.618999999999999773e+01,2.855690000000000311e-02,2.828239427273267562e-02,2.828239427273267562e-02,2.828239427315257931e-02
3.657500000000000284e+01,2.823080000000000034e-02,2.822954431035042816e-02,2.822954431035042816e-02,2.822954431115528087e-02
3.696000000000000085e+01,2.786690000000000347e-02,2.814484763523608657e-02,2.814484763523608657e-02,2.814484763643181411e-02
3.734499999999999886e+01,2.746929999999999858e-02,2.802800864003168399e-02,2.802800864003168399e-02,2.802800864162561037e-02
3.772999999999999687e+01,2.704739999999999922e-02,2.787885369973067129e-02,2.787885369973067129e-02,2.787885370172692168e-02
3.811500000000000199e+01,2.660260000000000055e-02,2.769734193491063534e-02,2.769734193491063534e-02,2.769734193731164876e-02
3.850000000000000000e+01,2.613650000000000001e-02,2.748357173079666455e-02,2.748357173079666455e-02,2.748357173360264222e-02
3.888499999999999801e+01,2.565600000000000172e-02,2.723778453390422044e-02,2.723778453390422044e-02,2.723778453711413194e-02
3.927000000000000313e+01,2.516780000000000059e-02,2.696037007759781445e-02,2.696037007759781445e-02,2.696037008120937689e-02
3.965500000000000114e+01,2.466480000000000061e-02,2.665186939518611117e-02,2.665186939518611117e-02,2.665186939919378384e-02
4.003999999999999915e+01,2.415520000000000167e-02,2.631298258533435602e-02,2.631298258533435602e-02,2.631298258972854937e-02
4.042499999999999716e+01,2.363619999999999957e-02,2.594457026882815084e-02,2.594457026882815084e-02,2.594457027359871673e-02
4.081000000000000227e+01,2.310529999999999876e-02,2.554765247220692342e-02,2.554765247220692342e-02,2.554765247734439720e-02
4.119500000000000028e+01,2.256500000000000172e-02,2.512340621386483300e-02,2.512340621386483300e-02,2.512340621935713753e-02
4.157999999999999829e+01,2.201789999999999997e-02,2.467316474988724695e-02,2.467316474988724695e-02,2.467316475571915135e-02
4.196500000000000341e+01,2.147579999999999975e-02,2.419841683535064666e-02,2.419841683535064666e-02,2.419841684150363104e-02
4.235000000000000142e+01,2.094530000000000003e-02,2.370079958937960571e-02,2.370079958937960571e-02,2.370079959583462625e-02
4.273499999999999943e+01,2.042209999999999859e-02,2.318209198739544508e-02,2.318209198739544508e-02,2.318209199413155328e-02
4.311999999999999744e+01,1.991229999999999736e-02,2.264420695595014549e-02,2.264420695595014549e-02,2.264420696294461646e-02
4.350500000000000256e+01,1.941190000000000276e-02,2.208918054608159653e-02,2.208918054608159653e-02,2.208918055331021008e-02
4.389000000000000057e+01,1.892850000000000088e-02,2.151916197538903189e-02,2.151916197538903189e-02,2.151916198282572551e-02
4.427499999999999858e+01,1.846750000000000128e-02,2.093639849895941388e-02,2.093639849895941388e-02,2.093639850657720569e-02
4.465999999999999659e+01,1.802279999999999854e-02,2.034322241040754931e-02,2.034322241040754931e-02,2.034322241817723698e-02
4.504500000000000171e+01,1.759779999999999678e-02,1.974203476697395862e-02,1.974203476697395862e-02,1.974203477486627042e-02
4.542999999999999972e+01,1.718890000000000001e-02,1.913528690349596689e-02,1.913528690349596689e-02,1.913528691148063537e-02
4.581499999999999773e+01,1.679100000000000037e-02,1.852546384532761242e-02,1.852546384532761242e-02,1.852546385337362073e-02
4.620000000000000284e+01,1.639920000000000266e-02,1.791506268362094700e-02,1.791506268362094700e-02,1.791506269169747950e-02
4.658500000000000085e+01,1.601529999999999967e-02,1.730657437024330642e-02,1.730657437024330642e-02,1.730657437831872522e-02
4.696999999999999886e+01,1.563430000000000028e-02,1.670246214440302898e-02,1.670246214440302898e-02,1.670246215244651847e-02
4.735499999999999687e+01,1.526480000000000024e-02,1.610514041005630184e-02,1.610514041005630184e-02,1.610514041803699781e-02
4.774000000000000199e+01,1.490439999999999821e-02,1.551695505321735481e-02,1.551695505321735481e-02,1.551695506110534195e-02
4.812500000000000000e+01,1.454940000000000053e-02,1.494016160639712217e-02,1.494016160639712217e-02,1.494016161416363876e-02
4.850999999999999801e+01,1.420790000000000074e-02,1.437690618330198997e-02,1.437690618330198997e-02,1.437690619091929259e-02
4.889500000000000313e+01,1.387790000000000031e-02,1.382920634856719608e-02,1.382920634856719608e-02,1.382920635600897938e-02
4.928000000000000114e+01,1.356229999999999936e-02,1.329893312693532226e-02,1.329893312693532226e-02,1.329893313417726888e-02
4.966499999999999915e+01,1.326119999999999903e-02,1.278779495659879313e-02,1.278779495659879313e-02,1.278779496361810014e-02
5.004999999999999716e+01,1.296600000000000009e-02,1.229732404064591729e-02,1.229732404064591729e-02,1.229732404742209587e-02
5.043500000000000227e+01,1.268039999999999966e-02,1.182886184472256921e-02,1.182886184472256921e-02,1.182886185123778640e-02
5.082000000000000028e+01,1.240600000000000036e-02,1.138355179802169083e-02,1.138355179802169083e-02,1.138355180425923777e-02
5.120499999999999829e+01,1.214520000000000183e-02,1.096232958565087831e-02,1.096232958565087831e-02,1.096232959159852173e-02
5.159000000000000341e+01,1.189620000000000087e-02,1.056591789528499130e-02,1.056591789528499130e-02,1.056591790093151968e-02
5.197500000000000142e+01,1.165270000000000021e-02,1.019482739692329117e-02,1.019482739692329117e-02,1.019482740226032406e-02
5.235999999999999943e+01,1.141560000000000144e-02,9.849351156292898007e-03,9.849351156292898007e-03,9.849351161315753403e-03
5.274499999999999744e+01,1.118369999999999954e-02,9.529574374758903454e-03,9.529574374758903454e-03,9.529574379463385050e-03
5.313000000000000256e+01,1.095520000000000001e-02,9.235375942205706346e-03,9.235375942205706346e-03,9.235375946592875793e-03
5.351500000000000057e+01,1.073129999999999917e-02,8.966436825577706396e-03,8.966436825577706396e-03,8.966436829649050352e-03
5.389999999999999858e+01,1.051039999999999960e-02,8.722255847220507230e-03,8.722255847220507230e-03,8.722255850980138725e-03
5.428499999999999659e+01,1.029609999999999900e-02,8.502154329047762610e-03,8.502154329047762610e-03,8.502154332503047279e-03
5.467000000000000171e+01,1.008960000000000065e-02,8.305299690284794964e-03,8.305299690284794964e-03,8.305299693443103648e-03
5.505499999999999972e+01,9.888199999999999767e-03,8.130716778502175557e-03,8.130716778502175557e-03,8.130716781374888041e-03
5.543999999999999773e+01,9.690100000000001837e-03,7.977306112215431372e-03,7.977306112215431372e-03,7.977306114814028057e-03
5.582500000000000284e+01,9.497499999999998999e-03,7.843867076990373305e-03,7.843867076990373305e-03,7.843867079327781350e-03
5.621000000000000085e+01,9.313099999999999504e-03,7.729110465773417205e-03,7.729110465773417205e-03,7.729110467864421657e-03
5.659499999999999886e+01,9.136299999999999977e-03,7.631684423735438788e-03,7.631684423735438788e-03,7.631684425594633010e-03
5.697999999999999687e+01,8.966599999999999918e-03,7.550190666449985502e-03,7.550190666449985502e-03,7.550190668093411349e-03
