AcH - T,AcH - I,dT,dt,time,AcHBackgroundSubtracted,"Integral by ""Signal"" * seconds",Cumulative integral,Theta(ML),Theta(ML) zero after 325,dTheta/dt,negRT,"""Ea"" from ln(-Rate/1E13/Theta)*-RT",Errors
304.65,70.19,0.77,0.385,75.845,5.15,1.98275,970.2499345,0.050055968,0.050055968,-0.005042218,-2533.012425,81636.2089,0.0025
305.42,70.1642,0.77,0.385,76.23,5.1242,1.972817,972.2227515,0.04812444,0.04812444,-0.005016958,-2539.41459,81755.36732,0.0025
306.19,70.1431,0.77,0.385,76.615,5.1031,1.9646935,974.187445,0.046200864,0.046200864,-0.0049963,-2545.816755,81868.13883,0.0025
306.96,70.1279,0.77,0.385,77,5.0879,1.9588415,976.1462865,0.044283018,0.044283018,-0.004981418,-2552.21892,81973.42537,0.0025
307.73,70.1153,0.77,0.385,77.385,5.0753,1.9539905,978.100277,0.042369922,0.042369922,-0.004969081,-2558.621085,82072.40223,0.0025
308.5,70.1062,0.77,0.385,77.77,5.0662,1.950487,980.050764,0.040460256,0.040460256,-0.004960172,-2565.02325,82164.07127,0.0025
309.27,70.0947,0.77,0.385,78.155,5.0547,1.9460595,981.9968235,0.038554925,0.038554925,-0.004948913,-2571.425415,82250.95606,0.0025
310.04,70.0839,0.77,0.385,78.54,5.0439,1.9419015,983.938725,0.036653664,0.036653664,-0.004938339,-2577.82758,82330.89093,0.0025
310.81,70.0741,0.77,0.385,78.925,5.0341,1.9381285,985.8768535,0.034756098,0.034756098,-0.004928744,-2584.229745,82403.01632,0.0025
311.58,70.0614,0.77,0.385,79.31,5.0214,1.933239,987.8100925,0.032863319,0.032863319,-0.004916309,-2590.63191,82468.63523,0.0025
312.35,70.0454,0.77,0.385,79.695,5.0054,1.927079,989.7371715,0.030976571,0.030976571,-0.004900644,-2597.034075,82527.17408,0.0025
313.12,70.0305,0.77,0.385,80.08,4.9905,1.9213425,991.658514,0.029095439,0.029095439,-0.004886056,-2603.43624,82575.27561,0.0025
313.89,70.0156,0.77,0.385,80.465,4.9756,1.915606,993.57412,0.027219924,0.027219924,-0.004871468,-2609.838405,82612.24264,0.0025
314.66,70.0003,0.77,0.385,80.85,4.9603,1.9097155,995.4838355,0.025350176,0.025350176,-0.004856488,-2616.24057,82636.77423,0.0025
315.43,69.9816,0.77,0.385,81.235,4.9416,1.902516,997.3863515,0.023487477,0.023487477,-0.00483818,-2622.642735,82648.74375,0.0025
316.2,69.9603,0.77,0.385,81.62,4.9203,1.8943155,999.280667,0.021632806,0.021632806,-0.004817325,-2629.0449,82645.59943,0.0025
316.97,69.9377,0.77,0.385,82.005,4.8977,1.8856145,1001.166282,0.019786655,0.019786655,-0.004795198,-2635.447065,82623.89793,0.0025
317.74,69.9146,0.77,0.385,82.39,4.8746,1.876721,1003.043003,0.017949211,0.017949211,-0.004772582,-2641.84923,82579.6232,0.0025
318.51,69.8909,0.77,0.385,82.775,4.8509,1.8675965,1004.910599,0.016120701,0.016120701,-0.004749378,-2648.251395,82508.11748,0.0025
319.28,69.8643,0.77,0.385,83.16,4.8243,1.8573555,1006.767955,0.014302217,0.014302217,-0.004723335,-2654.65356,82404.44373,0.0025
320.05,69.8402,0.77,0.385,83.545,4.8002,1.848077,1008.616032,0.012492817,0.012492817,-0.004699739,-2661.055725,82256.5671,0.0025
320.82,69.8217,0.77,0.385,83.93,4.7817,1.8409545,1010.456986,0.010690391,0.010690391,-0.004681626,-2667.45789,82049.15359,0.0025
321.59,69.8061,0.77,0.385,84.315,4.7661,1.8349485,1012.291935,0.008893846,0.008893846,-0.004666353,-2673.860055,81762.86503,0.0025
322.36,69.7907,0.77,0.385,84.7,4.7507,1.8290195,1014.120954,0.007103105,0.007103105,-0.004651275,-2680.26222,81364.71177,0.0025
323.13,69.7751,0.77,0.385,85.085,4.7351,1.8230135,1015.943968,0.005318244,0.005318244,-0.004636001,-2686.664385,80790.40859,0.0025
323.9,69.7585,0.77,0.385,85.47,4.7185,1.8166225,1017.76059,0.003539641,0.003539641,-0.004619749,-2693.06655,79895.98957,0.0025
324.67,69.7415,0.77,0.385,85.855,4.7015,1.8100775,1019.570668,0.001767446,0.001767446,-0.004603105,-2699.468715,78220.91408,0.0025
325.44,69.7289,0.77,0.385,86.24,4.6889,1.8052265,1021.375894,0,0,-0.004590768,-2705.87088,78000,0.0025
