-4.284183220637155642e+01,1.221752147805921993e+02,4.358005399028982083e+02
-4.266425734885524435e+01,1.375273892655576446e+02,5.332396934252566325e+02
-4.269529141299967989e+01,1.317168426356924158e+02,5.084561760596844806e+02
-4.269529141299967989e+01,1.317168426356924158e+02,5.084561760596844806e+02
-4.290210213201609690e+01,1.150962498894085542e+02,4.588823030036438695e+02
-4.280982285923196429e+01,1.227615504915571876e+02,4.541765772208729004e+02
-4.312090799907818450e+01,1.018545621624523818e+02,4.552096589602884933e+02
-4.263236917815800808e+01,1.717210062593457565e+02,4.554187969556158464e+02
-4.260845478226039518e+01,1.518972378833009884e+02,4.597164518001504803e+02
-4.260845478226039518e+01,1.518972378833009884e+02,4.597164518001504803e+02
-4.271612651783403436e+01,1.507353743435300828e+02,3.999104070816410399e+02
-4.271612651783403436e+01,1.507353743435300828e+02,3.999104070816410399e+02
-4.309267611724416014e+01,1.605910749556659880e+02,2.979407879372375874e+02
-4.295608300873289664e+01,1.682922675032144468e+02,3.302970373877814154e+02
-4.265828510868650625e+01,1.417388646839591217e+02,5.513277598131699051e+02
-4.266713337513761672e+01,1.377006860799801302e+02,5.377709017695210605e+02
-4.270489885958890852e+01,1.307279754896972292e+02,5.124382808084202452e+02
-4.270489885958890852e+01,1.307279754896972292e+02,5.124382808084202452e+02
-4.260599649052386440e+01,1.640187880412950676e+02,4.597563510364497574e+02
-4.300904868279392446e+01,2.120513102617393884e+02,5.191887561515349034e+02
-4.300904868279392446e+01,2.120513102617393884e+02,5.191887561515349034e+02
-4.267100980895487794e+01,1.829493966798188751e+02,5.047407683192706145e+02
-4.267100980895487794e+01,1.829493966798188751e+02,5.047407683192706145e+02
-4.372174600639598907e+01,2.279139544106116091e+02,6.871878557157207297e+02
-4.361691940467522244e+01,2.016597974571560599e+02,7.467013393158293866e+02
-4.291913381842529418e+01,1.838681688094179094e+02,6.392228079494151416e+02
-4.291913381842529418e+01,1.838681688094179094e+02,6.392228079494151416e+02
-4.349732823163543571e+01,1.914768032075819804e+02,7.458018891720685133e+02
-4.308037323626113846e+01,1.791473952750939702e+02,6.867970462901964765e+02
-4.343853526450098457e+01,1.977440798792322312e+02,7.244246247039716309e+02
-4.302572264822273240e+01,1.565271744605948925e+02,6.885501204201316341e+02
-4.309524078724737706e+01,1.314120289451089434e+02,6.784827814587274588e+02
-4.296424213696581518e+01,1.471784588831941392e+02,6.704386746811378543e+02
-4.341690853593840416e+01,1.493594905640853199e+02,7.565898531652236443e+02
-4.320734976897415436e+01,1.281894833791438089e+02,6.961290147288839307e+02
-4.351438834820221047e+01,1.122827479663957604e+02,7.176502280958791289e+02
-4.351438834820221047e+01,1.122827479663957604e+02,7.176502280958791289e+02
-4.279671642977893953e+01,1.412638614108463173e+02,6.162317203943401864e+02
-4.296176467443954294e+01,1.117211018473189341e+02,5.501694555723421445e+02
-4.281901835984109539e+01,1.255146787736818794e+02,5.724225823119068082e+02
