x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,4.462667462059876657e-05,4.462667462059876657e-05,4.356798682134941275e-05
3.850000000000000089e-01,1.145000000000000049e-04,1.630150260945951502e-04,1.630150260945951502e-04,1.618964585083122059e-04
7.700000000000000178e-01,2.089999999999999844e-04,2.854104592674797255e-04,2.854104592674797255e-04,2.842297059204923005e-04
1.155000000000000027e+00,3.237000000000000077e-04,4.119252352224707305e-04,4.119252352224707305e-04,4.106799226073271818e-04
1.540000000000000036e+00,4.591999999999999403e-04,5.426730408972983786e-04,5.426730408972983786e-04,5.413607266789960100e-04
1.925000000000000044e+00,6.158999999999999544e-04,6.777693893179608398e-04,6.777693893179608398e-04,6.763875609070940740e-04
2.310000000000000053e+00,7.876000000000000622e-04,8.173312084503967260e-04,8.173312084503967260e-04,8.158772816588530418e-04
2.694999999999999840e+00,9.740000000000000394e-04,9.614768057942352187e-04,9.614768057942352187e-04,9.599481234712183486e-04
3.080000000000000071e+00,1.173200000000000111e-03,1.110325738201851757e-03,1.110325738201851757e-03,1.108719568873788985e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.263998687996815452e-03,1.263998687996815452e-03,1.262312224506986595e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.422617318016026209e-03,1.422617318016026209e-03,1.420847676169908298e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.586304078793192426e-03,1.586304078793192426e-03,1.584448296016774480e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.755182030160345888e-03,1.755182030160345888e-03,1.753237064166845820e-03
5.004999999999999893e+00,2.368499999999999946e-03,1.929374717512778552e-03,1.929374717512778552e-03,1.927337444965152502e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.109005884973398550e-03,2.109005884973398550e-03,2.106873100174256469e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.294199258559439722e-03,2.294199258559439722e-03,2.291967672157375121e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.485078295959655161e-03,2.485078295959655161e-03,2.482744533669798293e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.681765914183985040e-03,2.681765914183985040e-03,2.679326515530178979e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.884384193967417468e-03,2.884384193967417468e-03,2.881835611051685939e-03
7.315000000000000391e+00,4.102699999999999923e-03,3.093054059109248775e-03,3.093054059109248775e-03,3.090392655403030424e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.307894967209779307e-03,3.307894967209779307e-03,3.305117016387950236e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.529024491776582527e-03,3.529024491776582527e-03,3.526126176567711493e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.756557926112316821e-03,3.756557926112316821e-03,3.753535337186073885e-03
8.855000000000000426e+00,5.006800000000000486e-03,3.990607857342552169e-03,3.990607857342552169e-03,3.987456992237617924e-03
9.240000000000000213e+00,5.167499999999999351e-03,4.231283705349497305e-03,4.231283705349497305e-03,4.228000467444001896e-03
9.625000000000000000e+00,5.305300000000000640e-03,4.478691392788692986e-03,4.478691392788692986e-03,4.475271590347697226e-03
1.000999999999999979e+01,5.423199999999999549e-03,4.732932746185153187e-03,4.732932746185153187e-03,4.729372091444052767e-03
1.039499999999999957e+01,5.526500000000000162e-03,4.994104851608664741e-03,4.994104851608664741e-03,4.990398959895821739e-03
1.077999999999999936e+01,5.620499999999999628e-03,5.262299539826985860e-03,5.262299539826985860e-03,5.258443928756302566e-03
1.116499999999999915e+01,5.708399999999999759e-03,5.537602955034302485e-03,5.537602955034302485e-03,5.533593043768009895e-03
1.155000000000000071e+01,5.790199999999999687e-03,5.820094658812250028e-03,5.820094658812250028e-03,5.815925767385450758e-03
1.193500000000000050e+01,5.869499999999999718e-03,6.109846950054531080e-03,6.109846950054531080e-03,6.105514298774559166e-03
