x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,4.069951866914488692e-04,4.038547310144796751e-04,4.201612427597171181e-04
3.850000000000000089e-01,1.145000000000000049e-04,5.109968697655530891e-04,5.077549340012135195e-04,5.245871925755442398e-04
7.700000000000000178e-01,2.089999999999999844e-04,6.182700183496921825e-04,6.149249383826801366e-04,6.322915400597489775e-04
1.155000000000000027e+00,3.237000000000000077e-04,7.289236025396549166e-04,7.254738096969422234e-04,7.433828576401575738e-04
1.540000000000000036e+00,4.591999999999999403e-04,8.430696779692824954e-04,8.395137119195382512e-04,8.579727501298844549e-04
1.925000000000000044e+00,6.158999999999999544e-04,9.608241503228600504e-04,9.571606717697161114e-04,9.761766194954021739e-04
2.310000000000000053e+00,7.876000000000000622e-04,1.082306268106584786e-03,1.078534073344043429e-03,1.098113150223416776e-03
2.694999999999999840e+00,9.740000000000000394e-04,1.207638900175420126e-03,1.203756935860575503e-03,1.223904585850721935e-03
3.080000000000000071e+00,1.173200000000000111e-03,1.336948413932796806e-03,1.332955793622254753e-03,1.353676600011180552e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.470364830060755202e-03,1.466260850948182190e-03,1.487558450188733884e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.608021793241086808e-03,1.603805954203450226e-03,1.625682943123739734e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.750056583119824179e-03,1.745728603948179004e-03,1.768186440866984779e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.896610119483383003e-03,1.892169960776204658e-03,1.915208863221555709e-03
5.004999999999999893e+00,2.368499999999999946e-03,2.047826908184061795e-03,2.043274792825889447e-03,2.066893627145181475e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.203855074093427364e-03,2.199191509679296677e-03,2.223387675761793591e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.364846293028267758e-03,2.360072095137016705e-03,2.384841406871188174e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.530955717150049512e-03,2.526072033957650360e-03,2.551408592734551780e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.702341873623521212e-03,2.697350211729635829e-03,2.723246273854066507e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.879166601141732156e-03,2.874068852650357893e-03,2.900514684845388168e-03
7.315000000000000391e+00,4.102699999999999923e-03,3.061594871974448757e-03,3.056393342422931720e-03,3.083377099904385105e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.249794680575936612e-03,3.244492118263024236e-03,3.271999662025285981e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.443936841322190606e-03,3.438536467735714159e-03,3.466551229724502883e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.644194752013319143e-03,3.638700292748454305e-03,3.667203111896143782e-03
8.855000000000000426e+00,5.006800000000000486e-03,3.850744174368972515e-03,3.845159892309118858e-03,3.874128844337361866e-03
9.240000000000000213e+00,5.167499999999999351e-03,4.063762946087541919e-03,4.058093674928033197e-03,4.087503900388191232e-03
9.625000000000000000e+00,5.305300000000000640e-03,4.283430643181781669e-03,4.277681822044235825e-03,4.307505348823820190e-03
1.000999999999999979e+01,5.423199999999999549e-03,4.509928215701525071e-03,4.504105924268315096e-03,4.534311487363505526e-03
1.039499999999999957e+01,5.526500000000000162e-03,4.743437571652923436e-03,4.737548566073696878e-03,4.768101423605905845e-03
1.077999999999999936e+01,5.620499999999999628e-03,4.984141072720734908e-03,4.978192822405185826e-03,5.009054567103143722e-03
1.116499999999999915e+01,5.708399999999999759e-03,5.232221005869950800e-03,5.226221730602899872e-03,5.257350099669310176e-03
1.155000000000000071e+01,5.790199999999999687e-03,5.487858997016807627e-03,5.481817702976963906e-03,5.513166393581334958e-03
1.193500000000000050e+01,5.869499999999999718e-03,5.751235518330264501e-03,5.745162034813715984e-03,5.776680513809102219e-03
1.232000000000000028e+01,5.949100000000000568e-03,6.022529055039938309e-03,6.016434075348874901e-03,6.048067372567579938e-03
1.270500000000000007e+01,6.030300000000000590e-03,6.301915315601874443e-03,6.295810433357376668e-03,6.327498954865814866e-03
1.308999999999999986e+01,6.122299999999999791e-03,6.589566390701735547e-03,6.583464135948888241e-03,6.615143480019652911e-03
1.347499999999999964e+01,6.218500000000000069e-03,6.885649805436796882e-03,6.879563679590186207e-03,6.911164456893108439e-03
1.385999999999999943e+01,6.324800000000000214e-03,7.190327468499373674e-03,7.184271979130286284e-03,7.215719635294060193e-03
1.424499999999999922e+01,6.446999999999999606e-03,7.503754555212793775e-03,7.497745246814196789e-03,7.528959905086961973e-03
1.463000000000000078e+01,6.586399999999999200e-03,7.826078448461145157e-03,7.820131932248801723e-03,7.851028239062854061e-03
1.501500000000000057e+01,6.752900000000000048e-03,8.157437267723924648e-03,8.151571252677194956e-03,8.182058221970595416e-03
1.540000000000000036e+01,6.949299999999999401e-03,8.497958436652075509e-03,8.492191753176716804e-03,8.522172645496475449e-03
1.578500000000000014e+01,7.181199999999999563e-03,8.847757281658831172e-03,8.842109896619201534e-03,8.871482138639062015e-03
1.617000000000000171e+01,7.450599999999999931e-03,9.206935417483670323e-03,9.201428457772192759e-03,9.230083526094752869e-03
1.655499999999999972e+01,7.761100000000000811e-03,9.575578808018153643e-03,9.570234570248621273e-03,9.598057941289652242e-03
1.694000000000000128e+01,8.113500000000000920e-03,9.953755958176097388e-03,9.948597910545153161e-03,9.975469051468312948e-03
1.732499999999999929e+01,8.505099999999999813e-03,1.034151620452867897e-02,1.033656898529502002e-02,1.036236135802784224e-02
1.771000000000000085e+01,8.938500000000000265e-03,1.073888725216345236e-02,1.073417666722673719e-02,1.075875774712949443e-02
1.809499999999999886e+01,9.411799999999999680e-03,1.114587290629589188e-02,1.114142591029733398e-02,1.116465728356151772e-02
1.848000000000000043e+01,9.917299999999998686e-03,1.156245101403786425e-02,1.155829567158105087e-02,1.158003322369824395e-02
1.886499999999999844e+01,1.045289999999999934e-02,1.198857093388787723e-02,1.198473640040819896e-02,1.200483042558986649e-02
