x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,2.665058776170219339e-03,2.665058776170219339e-03,2.665058776173651924e-03
3.850000000000000089e-01,1.145000000000000049e-04,2.769281410694598728e-03,2.769281410694598728e-03,2.769281410644163811e-03
7.700000000000000178e-01,2.089999999999999844e-04,2.876475634001028625e-03,2.876475634001028625e-03,2.876475634075836840e-03
1.155000000000000027e+00,3.237000000000000077e-04,2.986703986896352241e-03,2.986703986896352241e-03,2.986703986936692801e-03
1.540000000000000036e+00,4.591999999999999403e-04,3.100028624195442627e-03,3.100028624195442627e-03,3.100028624235781453e-03
1.925000000000000044e+00,6.158999999999999544e-04,3.216512145862591467e-03,3.216512145862591467e-03,3.216512145902478397e-03
2.310000000000000053e+00,7.876000000000000622e-04,3.336216972233481577e-03,3.336216972233481577e-03,3.336216972274161710e-03
2.694999999999999840e+00,9.740000000000000394e-04,3.459205382659674699e-03,3.459205382659674699e-03,3.459205382700755119e-03
3.080000000000000071e+00,1.173200000000000111e-03,3.585539410990144695e-03,3.585539410990144695e-03,3.585539411032049109e-03
3.464999999999999858e+00,1.387299999999999948e-03,3.715280740648307066e-03,3.715280740648307066e-03,3.715280740691703342e-03
3.850000000000000089e+00,1.614300000000000153e-03,3.848490579621013496e-03,3.848490579621013496e-03,3.848490579665648365e-03
4.235000000000000320e+00,1.853700000000000009e-03,3.985229581216793299e-03,3.985229581216793299e-03,3.985229581263740120e-03
4.620000000000000107e+00,2.105800000000000553e-03,4.125557652845369960e-03,4.125557652845369960e-03,4.125557652899063121e-03
5.004999999999999893e+00,2.368499999999999946e-03,4.269533865839467666e-03,4.269533865839467666e-03,4.269533865895304078e-03
5.389999999999999680e+00,2.643899999999999809e-03,4.417216360653970948e-03,4.417216360653970948e-03,4.417216360711798823e-03
5.775000000000000355e+00,2.930300000000000266e-03,4.568662127092153885e-03,4.568662127092153885e-03,4.568662127152618539e-03
6.160000000000000142e+00,3.223900000000000463e-03,4.723926888404372457e-03,4.723926888404372457e-03,4.723926888465977691e-03
6.544999999999999929e+00,3.521099999999999664e-03,4.883064930339554854e-03,4.883064930339554854e-03,4.883064930404252234e-03
