1.484075314726069905e+00,9.287201479744602466e+02
1.484075314726069905e+00,9.287201479744602466e+02
1.604188879055063133e+00,1.375476709012460333e+03
1.660441213635731605e+00,1.183946461083249005e+03
1.308254679180172131e+00,8.392370391909236105e+02
1.308254679180172131e+00,8.392370391909236105e+02
7.855457004859507375e-01,6.864152614843139872e+02
1.107260979963018421e+00,7.686007987132024937e+02
1.235712950264157506e+00,8.111557566815940845e+02
1.235712950264157506e+00,8.111557566815940845e+02
1.235712950264157506e+00,8.111557566815940845e+02
4.882945392762167991e-01,6.283587429409187735e+02
4.882945392762167991e-01,6.283587429409187735e+02
-2.092080134230657418e+00,3.540778016324761666e+02
1.217185874941493218e-01,5.704053372407548750e+02
6.029795170727789699e-01,6.492975288119772586e+02
6.029795170727789699e-01,6.492975288119772586e+02
6.029795170727789699e-01,6.492975288119772586e+02
1.493078558233845943e+00,9.346366506201172797e+02
1.507762529734057555e+00,9.447289232804672565e+02
1.543159657727841028e+00,1.467884934091028072e+03
1.543159657727841028e+00,1.467884934091028072e+03
1.543159657727841028e+00,1.467884934091028072e+03
1.185899994896066012e+00,1.824039302036139816e+03
1.253717208207954403e+00,1.766220703881112286e+03
1.331229659320950276e+00,1.696460725415465959e+03
1.511109273520876872e+00,1.508566080902274734e+03
1.645128649079345307e+00,1.283431656897698986e+03
1.370245012892773451e+00,1.659443641593161146e+03
1.532146449303875668e+00,1.482282958246668386e+03
1.610789465848639690e+00,1.363412263491257136e+03
1.559724605645817164e+00,1.445218539418056935e+03
1.288551493350554189e+00,1.735421091405031802e+03
1.307036129653105450e+00,1.718724823893827079e+03
1.241798806736579053e+00,1.776575578618874488e+03
1.104977975284030522e+00,1.889997656170553682e+03
1.137294694264119332e+00,1.864007905063543831e+03
1.137294694264119332e+00,1.864007905063543831e+03
1.246797129110799984e+00,1.772243746328814723e+03
1.008330332955139186e+00,1.965332611933616363e+03
1.231580442610103354e+00,1.785384205012265284e+03
1.323481347861170221e+00,1.703644496366473049e+03
1.075407873473194664e+00,1.913408365431525681e+03
1.211547873672336184e+00,1.802476511173394329e+03
