x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,4.462667462059876657e-05,-3.606743261770105412e-04,-1.173855076121978419e-03
3.850000000000000089e-01,1.145000000000000049e-04,1.630150260945951502e-04,-2.511128296275099781e-04,-1.095569759387167311e-03
7.700000000000000178e-01,2.089999999999999844e-04,2.854104592674797255e-04,-1.375283242926809675e-04,-1.014287712102098643e-03
1.155000000000000027e+00,3.237000000000000077e-04,4.119252352224707305e-04,-1.979303235398643848e-05,-9.299041973610494387e-04
1.540000000000000036e+00,4.591999999999999403e-04,5.426730408972983786e-04,1.022231981149795136e-04,-8.423117140373669867e-04
1.925000000000000044e+00,6.158999999999999544e-04,6.777693893179608398e-04,2.286535242992105950e-04,-7.513995285229650104e-04
2.310000000000000053e+00,7.876000000000000622e-04,8.173312084503967260e-04,3.596335518697716597e-04,-6.570539747226502485e-04
2.694999999999999840e+00,9.740000000000000394e-04,9.614768057942352187e-04,4.953014678070721257e-04,-5.591583250239329271e-04
3.080000000000000071e+00,1.173200000000000111e-03,1.110325738201851757e-03,6.357978614530366288e-04,-4.575928048423401188e-04
3.464999999999999858e+00,1.387299999999999948e-03,1.263998687996815452e-03,7.812656694462234534e-04,-3.522345693681678907e-04
3.850000000000000089e+00,1.614300000000000153e-03,1.422617318016026209e-03,9.318500471690895071e-04,-2.429576965005556877e-04
4.235000000000000320e+00,1.853700000000000009e-03,1.586304078793192426e-03,1.087698276601854275e-03,-1.296332040325002427e-04
4.620000000000000107e+00,2.105800000000000553e-03,1.755182030160345888e-03,1.248959555465567212e-03,-1.212904008618763323e-05
5.004999999999999893e+00,2.368499999999999946e-03,1.929374717512778552e-03,1.415784866629840816e-03,1.096898593462079623e-04
5.389999999999999680e+00,2.643899999999999809e-03,2.109005884973398550e-03,1.588326837658356238e-03,2.359615494109192654e-04
5.775000000000000355e+00,2.930300000000000266e-03,2.294199258559439722e-03,1.766739474217004884e-03,3.668270784556636947e-04
6.160000000000000142e+00,3.223900000000000463e-03,2.485078295959655161e-03,1.951177936563613241e-03,5.024303995981387570e-04
6.544999999999999929e+00,3.521099999999999664e-03,2.681765914183985040e-03,2.141798301420513428e-03,6.429183055693339687e-04
6.929999999999999716e+00,3.817399999999999873e-03,2.884384193967417468e-03,2.338757273624333163e-03,7.884403264206873074e-04
7.315000000000000391e+00,4.102699999999999923e-03,3.093054059109248775e-03,2.542211878023453806e-03,9.391486746583820044e-04
7.700000000000000178e+00,4.369800000000000073e-03,3.307894967209779307e-03,2.752319128883690645e-03,1.095198114119163690e-03
