-1.861714101522055742e+00,5.567247241760802353e+03,6.248556327187823626e+03,1.253952491852982803e+03,3.842316480972710451e+03,7.773943845566457185e+02,2.945236700570694666e+03,2.162012001217143279e+03
-1.861714101522055742e+00,5.567247241760802353e+03,6.248556327187823626e+03,1.253952491852982803e+03,3.842316480972710451e+03,7.773943845566457185e+02,2.945236700570694666e+03,2.162012001217143279e+03
-2.350352851298101342e+00,5.354950404389010146e+03,3.697841485033232402e+03,3.699172087335598007e+03,8.623909410958633089e+03,4.904111295933194015e+03,2.840764492828695438e+03,5.960764774024093640e+03
-2.350352851298101342e+00,5.354950404389010146e+03,3.697841485033232402e+03,3.699172087335598007e+03,8.623909410958633089e+03,4.904111295933194015e+03,2.840764492828695438e+03,5.960764774024093640e+03
-2.350352851298101342e+00,5.354950404389010146e+03,3.697841485033232402e+03,3.699172087335598007e+03,8.623909410958633089e+03,4.904111295933194015e+03,2.840764492828695438e+03,5.960764774024093640e+03
-2.612975597674705774e+00,1.629830234196742822e+01,3.342192820856272192e+03,2.015291111555897942e+03,1.066375329179460641e+04,8.103838017401138131e+03,7.601406024960065224e+02,7.441928936731146678e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.622382148923154688e+00,5.505629677478976191e+03,3.364074377601453307e+03,1.062474065831916050e+03,1.035667197145170212e+04,8.715671161794325599e+03,2.583931588296850805e+03,4.450634588846365659e+03
-2.850931932784520839e+00,6.481986832088142364e+03,3.668635836211775313e+03,9.134376880302737618e+02,7.523501864840325652e+03,1.251696356921072220e+04,1.811062745812186222e+03,5.026115629834390347e+03
-2.850931932784520839e+00,6.481986832088142364e+03,3.668635836211775313e+03,9.134376880302737618e+02,7.523501864840325652e+03,1.251696356921072220e+04,1.811062745812186222e+03,5.026115629834390347e+03
-2.850931932784520839e+00,6.481986832088142364e+03,3.668635836211775313e+03,9.134376880302737618e+02,7.523501864840325652e+03,1.251696356921072220e+04,1.811062745812186222e+03,5.026115629834390347e+03
-2.850931932784520839e+00,6.481986832088142364e+03,3.668635836211775313e+03,9.134376880302737618e+02,7.523501864840325652e+03,1.251696356921072220e+04,1.811062745812186222e+03,5.026115629834390347e+03
-2.753520206973375295e+00,1.280007870907917459e+04,2.979205915430267851e+03,2.367001122106315051e+03,6.580221954499104868e+03,4.848926249310973617e+03,2.610282163153982765e+03,5.171722328645241760e+03
-2.453882844256037643e+00,8.177674083852253716e+03,8.179796088437324215e+02,3.529280135906446048e+03,7.182039941550267940e+03,2.155522036322799067e+03,8.374240284500312555e+03,3.522342564928981119e+03
-2.351877199399831753e+00,4.431366144692756279e+03,2.686586246452645810e+03,4.182168463928427627e+03,7.919700800160972904e+03,3.011502718388916946e+03,7.601356236142946727e+03,4.944142484463297478e+03
-2.351877199399831753e+00,4.431366144692756279e+03,2.686586246452645810e+03,4.182168463928427627e+03,7.919700800160972904e+03,3.011502718388916946e+03,7.601356236142946727e+03,4.944142484463297478e+03
-2.351877199399831753e+00,4.431366144692756279e+03,2.686586246452645810e+03,4.182168463928427627e+03,7.919700800160972904e+03,3.011502718388916946e+03,7.601356236142946727e+03,4.944142484463297478e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
-3.615525689383152219e+00,4.574092433407096905e+03,1.008512950370565341e+04,3.308011053598057515e+03,7.098846309413256677e+03,4.164093630412430684e+03,1.225408478896710221e+04,9.980925858927243098e+03
