x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,5.552585781901639211e-04,5.512474547005957954e-04,5.591599682768210724e-04
3.850000000000000089e-01,1.145000000000000049e-04,6.457896317087850196e-04,6.416430918979744826e-04,6.498387873469898190e-04
7.700000000000000178e-01,2.089999999999999844e-04,7.396857642156698213e-04,7.354015285628040955e-04,7.438865624894525031e-04
1.155000000000000027e+00,3.237000000000000077e-04,8.370759376376433678e-04,8.326518720678455698e-04,8.414322308872502132e-04
1.540000000000000036e+00,4.591999999999999403e-04,9.380930030496047092e-04,9.335271388430918310e-04,9.426086060459607559e-04
1.925000000000000044e+00,6.158999999999999544e-04,1.042874440998748861e-03,1.038164994781444776e-03,1.047553117631528112e-03
2.310000000000000053e+00,7.876000000000000622e-04,1.151561982238526790e-03,1.146707378576824034e-03,1.156407430148342430e-03
2.694999999999999840e+00,9.740000000000000394e-04,1.264301778905710339e-03,1.259300673736277578e-03,1.269317613195340482e-03
3.080000000000000071e+00,1.173200000000000111e-03,1.381244383594026990e-03,1.376095689461176875e-03,1.386434119236031395e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.502544767221922683e-03,1.497247679846243915e-03,1.507911800133183468e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.628362315041909612e-03,1.622916341388069145e-03,1.633909901730328657e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.758860810795189996e-03,1.753265798850413932e-03,1.764592046570713155e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.894208350711356964e-03,1.888464520730636200e-03,1.900126146296738641e-03
5.004999999999999893e+00,2.368499999999999946e-03,2.034577299031001436e-03,2.028685277032936211e-03,2.040684355383509153e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.180144250307290265e-03,2.174105102307667941e-03,2.186443032380977827e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.331089870791292536e-03,2.324905139221232139e-03,2.337582579187918053e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.487598734562180332e-03,2.481270475886765154e-03,2.494287275759678093e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.649859178797090483e-03,2.643390003760348172e-03,2.656745133060519921e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.818063107664495800e-03,2.811456221920315829e-03,2.825147695852683709e-03
7.315000000000000391e+00,4.102699999999999923e-03,2.992405697024179325e-03,2.985664944185930682e-03,2.999689745122402842e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.173085184150219347e-03,3.166215090224830213e-03,3.180569085974958334e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.360302484702715371e-03,3.353308302765398412e-03,3.367986163595175931e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.554260839838527773e-03,3.547148597977673855e-03,3.562143707283608237e-03
