x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,4.039999999999999944e-05,4.462667462059876657e-05,4.462667462059876657e-05,4.674918052633503316e-05
3.850000000000000089e-01,1.145000000000000049e-04,1.630150260945951502e-04,1.630150260945951502e-04,1.651737723694506358e-04
7.700000000000000178e-01,2.089999999999999844e-04,2.854104592674797255e-04,2.854104592674797255e-04,2.876056795334574665e-04
1.155000000000000027e+00,3.237000000000000077e-04,4.119252352224707305e-04,4.119252352224707305e-04,4.141571496368950099e-04
1.540000000000000036e+00,4.591999999999999403e-04,5.426730408972983786e-04,5.426730408972983786e-04,5.449418553975068002e-04
1.925000000000000044e+00,6.158999999999999544e-04,6.777693893179608398e-04,6.777693893179608398e-04,6.800752949162131239e-04
2.310000000000000053e+00,7.876000000000000622e-04,8.173312084503967260e-04,8.173312084503967260e-04,8.196743804625757773e-04
2.694999999999999840e+00,9.740000000000000394e-04,9.614768057942352187e-04,9.614768057942352187e-04,9.638574030591224662e-04
3.080000000000000071e+00,1.173200000000000111e-03,1.110325738201851757e-03,1.110325738201851757e-03,1.112743902279681113e-03
3.464999999999999858e+00,1.387299999999999948e-03,1.263998687996815452e-03,1.263998687996815452e-03,1.266454542346846443e-03
3.850000000000000089e+00,1.614300000000000153e-03,1.422617318016026209e-03,1.422617318016026209e-03,1.425110967154658492e-03
4.235000000000000320e+00,1.853700000000000009e-03,1.586304078793192426e-03,1.586304078793192426e-03,1.588835607429351640e-03
4.620000000000000107e+00,2.105800000000000553e-03,1.755182030160345888e-03,1.755182030160345888e-03,1.757751502309807352e-03
5.004999999999999893e+00,2.368499999999999946e-03,1.929374717512778552e-03,1.929374717512778552e-03,1.931982175595149155e-03
5.389999999999999680e+00,2.643899999999999809e-03,2.109005884973398550e-03,2.109005884973398550e-03,2.111651348883453790e-03
5.775000000000000355e+00,2.930300000000000266e-03,2.294199258559439722e-03,2.294199258559439722e-03,2.296882724720030172e-03
6.160000000000000142e+00,3.223900000000000463e-03,2.485078295959655161e-03,2.485078295959655161e-03,2.487799736352149134e-03
6.544999999999999929e+00,3.521099999999999664e-03,2.681765914183985040e-03,2.681765914183985040e-03,2.684525275357903685e-03
6.929999999999999716e+00,3.817399999999999873e-03,2.884384193967417468e-03,2.884384193967417468e-03,2.887181396030349956e-03
7.315000000000000391e+00,4.102699999999999923e-03,3.093054059109248775e-03,3.093054059109248775e-03,3.095888994693898628e-03
7.700000000000000178e+00,4.369800000000000073e-03,3.307894967209779307e-03,3.307894967209779307e-03,3.310767500426419537e-03
8.085000000000000853e+00,4.609799999999999835e-03,3.529024491776582527e-03,3.529024491776582527e-03,3.531934457136663621e-03
8.470000000000000639e+00,4.822399999999999257e-03,3.756557926112316821e-03,3.756557926112316821e-03,3.759505127431964511e-03
8.855000000000000426e+00,5.006800000000000486e-03,3.990607857342552169e-03,3.990607857342552169e-03,3.993592066626065577e-03
9.240000000000000213e+00,5.167499999999999351e-03,4.231283705349497305e-03,4.231283705349497305e-03,4.234304661652319238e-03
9.625000000000000000e+00,5.305300000000000640e-03,4.478691392788692986e-03,4.478691392788692986e-03,4.481748801077410811e-03
