dist(m),time(s),Acetaldehyde,CeCation(S), Acetaldehyde1-Ce(S), Acetaldehyde2-Ce(S), OAnion(S)
0.000000000000000000e+00,0.000000000000000000e+00,2.573659616765004769e-30,2.573659616765004769e-30,2.437026619363644293e-43,-2.573659616765248595e-30,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.217563042519386564e-29,1.217563042519386564e-29,1.210007478687066458e-42,-1.217563042519507496e-29,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,5.425909704022858445e-29,5.425909704022858445e-29,5.761072249427355853e-42,-5.425909704023434659e-29,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,2.285408372228092906e-28,2.285408372228092906e-28,2.598730505981208938e-41,-2.285408372228352987e-28,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,9.126951869096825153e-28,9.126951869096825153e-28,1.110674812231613406e-40,-9.126951869097935430e-28,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,3.465931693707118981e-27,3.465931693707118981e-27,4.507990277384929744e-40,-3.465931693707569549e-27,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,1.254925706625873453e-26,1.254925706625873453e-26,1.742145460200881665e-39,-1.254925706626047653e-26,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,4.343192554086524473e-26,4.343192554086524473e-26,6.426748281235093361e-39,-4.343192554087167322e-26,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,1.440148767280930461e-25,1.440148767280930461e-25,2.268495792116887445e-38,-1.440148767281157295e-25,0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+00,4.585199441446963738e-25,4.585199441446963738e-25,7.678758919404574454e-38,-4.585199441447731483e-25,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,1.404572223089719745e-24,1.404572223089719745e-24,2.497772461367604434e-37,-1.404572223089969537e-24,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,4.147528707628305473e-24,4.147528707628305473e-24,7.822874170375982651e-37,-4.147528707629087911e-24,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+01,1.182675286822353847e-23,1.182675286822353847e-23,2.363300932817027801e-36,-1.182675286822590121e-23,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,3.262081310626978096e-23,3.262081310626978096e-23,6.898378110610911594e-36,-3.262081310627668112e-23,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,8.716745733585994808e-23,8.716745733585994808e-23,1.948668439223748340e-35,-8.716745733587943778e-23,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,2.259851139044051446e-22,2.259851139044051446e-22,5.334990138600879613e-35,-2.259851139044585121e-22,0.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,5.692042729683436710e-22,5.692042729683436710e-22,1.417526930792499911e-34,-5.692042729684853886e-22,0.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+01,1.394699676951372692e-21,1.394699676951372692e-21,3.660028864710777787e-34,-1.394699676951738694e-21,0.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+01,3.328478998683017131e-21,3.328478998683017131e-21,9.193950162658452815e-34,-3.328478998683936461e-21,0.000000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+01,7.745709915610919209e-21,7.745709915610919209e-21,2.249295067901586071e-33,-7.745709915613168635e-21,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+01,1.759528051905963433e-20,1.759528051905963433e-20,5.364492207866145465e-33,-1.759528051906499986e-20,0.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,3.905652117004974500e-20,3.905652117004974500e-20,1.248251748345960870e-32,-3.905652117006222743e-20,0.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000000e+01,8.479525457492109075e-20,8.479525457492109075e-20,2.835649393544060013e-32,-8.479525457494945007e-20,0.000000000000000000e+00
0.000000000000000000e+00,2.300000000000000000e+01,1.802293368968867171e-19,1.802293368968867171e-19,6.291902568660000125e-32,-1.802293368969496228e-19,0.000000000000000000e+00
0.000000000000000000e+00,2.400000000000000000e+01,3.753438591081373961e-19,3.753438591081373961e-19,1.363917461235143298e-31,-3.753438591082737519e-19,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+01,7.665439190480924220e-19,7.665439190480924220e-19,2.888232143406207102e-31,-7.665439190483812152e-19,0.000000000000000000e+00
0.000000000000000000e+00,2.600000000000000000e+01,1.536328336303833143e-18,1.536328336303833143e-18,5.971623465011680263e-31,-1.536328336304430373e-18,0.000000000000000000e+00
0.000000000000000000e+00,2.700000000000000000e+01,3.024045069817517191e-18,3.024045069817517191e-18,1.204185597684904702e-30,-3.024045069818721283e-18,0.000000000000000000e+00
0.000000000000000000e+00,2.800000000000000000e+01,5.849939087448410091e-18,5.849939087448410091e-18,2.363696796561784099e-30,-5.849939087450773592e-18,0.000000000000000000e+00
0.000000000000000000e+00,2.900000000000000000e+01,1.112909029733840365e-17,1.112909029733840365e-17,4.501773258977580946e-30,-1.112909029734290416e-17,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+01,2.083460537009255364e-17,2.083460537009255364e-17,8.274720475260922907e-30,-2.083460537010082743e-17,0.000000000000000000e+00
0.000000000000000000e+00,3.100000000000000000e+01,3.840491427025209867e-17,3.840491427025209867e-17,1.454687742631259280e-29,-3.840491427026664329e-17,0.000000000000000000e+00
0.000000000000000000e+00,3.200000000000000000e+01,6.974454268843781344e-17,6.974454268843781344e-17,2.405969413325420266e-29,-6.974454268846187369e-17,0.000000000000000000e+00
0.000000000000000000e+00,3.300000000000000000e+01,1.248503362677718144e-16,1.248503362677718144e-16,3.619292445148137003e-29,-1.248503362678080034e-16,0.000000000000000000e+00
0.000000000000000000e+00,3.400000000000000000e+01,2.204186046893244578e-16,2.204186046893244578e-16,4.536016048687976894e-29,-2.204186046893698173e-16,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+01,3.839709103029000944e-16,3.839709103029000944e-16,3.166976306991025201e-29,-3.839709103029317475e-16,0.000000000000000000e+00
0.000000000000000000e+00,3.600000000000000000e+01,6.603018978247567335e-16,6.603018978247567335e-16,-6.163512106181327163e-29,-6.603018978246951037e-16,0.000000000000000000e+00
0.000000000000000000e+00,3.700000000000000000e+01,1.121435231142033742e-15,1.121435231142033742e-15,-3.800700769553599570e-28,-1.121435231141653708e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.800000000000000000e+01,1.881818588306485770e-15,1.881818588306485770e-15,-1.272882017706680016e-27,-1.881818588305212943e-15,0.000000000000000000e+00
0.000000000000000000e+00,3.900000000000000000e+01,3.121255962236810064e-15,3.121255962236810064e-15,-3.540093703837874788e-27,-3.121255962233270051e-15,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+01,5.119144471541213108e-15,5.119144471541213108e-15,-8.949635122460184817e-27,-5.119144471532263481e-15,0.000000000000000000e+00
0.000000000000000000e+00,4.100000000000000000e+01,8.305056696957775179e-15,8.305056696957775179e-15,-2.129516495289911579e-26,-8.305056696936480668e-15,0.000000000000000000e+00
0.000000000000000000e+00,4.200000000000000000e+01,1.333272112539512626e-14,1.333272112539512626e-14,-4.851530926813439081e-26,-1.333272112534661131e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.300000000000000000e+01,2.118717183869485523e-14,2.118717183869485523e-14,-1.068588737184840401e-25,-2.118717183858799613e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.400000000000000000e+01,3.333847703683799569e-14,3.333847703683799569e-14,-2.289266904095433897e-25,-3.333847703660906826e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.500000000000000000e+01,5.196027858387876968e-14,5.196027858387876968e-14,-4.789402931631994995e-25,-5.196027858339983014e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01,8.023770418870012667e-14,8.023770418870012667e-14,-9.812757147084348210e-25,-8.023770418771884681e-14,0.000000000000000000e+00
0.000000000000000000e+00,4.700000000000000000e+01,1.227974359150695678e-13,1.227974359150695678e-13,-1.972987815727929926e-24,-1.227974359130965825e-13,0.000000000000000000e+00
0.000000000000000000e+00,4.800000000000000000e+01,1.863032813386220727e-13,1.863032813386220727e-13,-3.899110116454419858e-24,-1.863032813347229541e-13,0.000000000000000000e+00
0.000000000000000000e+00,4.900000000000000000e+01,2.802739934146429957e-13,2.802739934146429957e-13,-7.583188572594415509e-24,-2.802739934070597831e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+01,4.181968300183855865e-13,4.181968300183855865e-13,-1.452840612345763456e-23,-4.181968300038571668e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.100000000000000000e+01,6.190308720891877135e-13,6.190308720891877135e-13,-2.744252409334189250e-23,-6.190308720617451485e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+01,9.092186362175198299e-13,9.092186362175198299e-13,-5.114173783211784927e-23,-9.092186361663781162e-13,0.000000000000000000e+00
0.000000000000000000e+00,5.300000000000000000e+01,1.325352695792433274e-12,1.325352695792433274e-12,-9.408845094737857370e-23,-1.325352695698344913e-12,0.000000000000000000e+00
0.000000000000000000e+00,5.400000000000000000e+01,1.917674462748485377e-12,1.917674462748485377e-12,-1.709774715932241697e-22,-1.917674462577507791e-12,0.000000000000000000e+00
0.000000000000000000e+00,5.500000000000000000e+01,2.754611569202855546e-12,2.754611569202855546e-12,-3.070369801141556989e-22,-2.754611568895818462e-12,0.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,3.928581442631594492e-12,3.928581442631594492e-12,-5.451040509572886915e-22,-3.928581442086490546e-12,0.000000000000000000e+00
