Distance (m),time(s),T_gas (K),T_surf (K),P (atm),Acetaldehyde,CeCation(S),Acetaldehyde1-Ce(S),Acetaldehyde2-Ce(S),OAnion(S)
0.0,49.0,300.0,198.0,9.999999999999998e-21,1.0,4.6964559314431155e-05,0.9999530354406857,3.6128796176203094e-17,0.0
0.0,50.0,300.0,200.0,9.999999999999998e-21,1.0,7.173031913756011e-05,0.9999282696808622,5.689700808557909e-17,0.0
0.0,51.0,300.0,202.0,9.999999999999998e-21,1.0,0.00010857466934554349,0.9998914253306544,8.891635296674506e-17,0.0
0.0,52.0,300.0,204.0,9.999999999999998e-21,1.0,0.00016285355474741285,0.9998371464452526,1.3785632161573976e-16,0.0
0.0,53.0,300.0,206.0,9.999999999999998e-21,1.0,0.0002419882697839369,0.999758011730216,2.1197867458810756e-16,0.0
0.0,54.0,300.0,208.0,9.999999999999998e-21,1.0,0.00035605904582301366,0.9996439409541769,3.232365686264967e-16,0.0
0.0,55.0,300.0,210.0,9.999999999999998e-21,1.0,0.0005184161264283599,0.9994815838735711,4.883874599209713e-16,0.0
0.0,56.0,300.0,212.0,9.999999999999998e-21,1.0,0.0007461678426071485,0.9992538321573922,7.30808880654729e-16,0.0
0.0,57.0,300.0,214.0,9.999999999999998e-21,1.0,0.0010602976050917332,0.9989397023949073,1.0822588859096436e-15,0.0
0.0,58.0,300.0,216.0,9.999999999999998e-21,1.0,0.001485050025467378,0.9985149499745309,1.5847000261874123e-15,0.0
0.0,59.0,300.0,218.0,9.999999999999998e-21,1.0,0.0020461921669153982,0.9979538078330824,2.2917394328392115e-15,0.0
0.0,60.0,300.0,220.0,9.999999999999998e-21,1.0,0.002767936976052436,0.9972320630239442,3.2691282682538586e-15,0.0
0.0,61.0,300.0,222.0,9.999999999999998e-21,1.0,0.0036688313315249685,0.9963311686684707,4.593750021719857e-15,0.0
0.0,62.0,300.0,224.0,9.999999999999998e-21,1.0,0.004757666554263527,0.99524233344573,6.350760385479408e-15,0.0
0.0,63.0,300.0,226.0,9.999999999999998e-21,1.0,0.0060309920154737184,0.9939690079845177,8.629090982831654e-15,0.0
0.0,64.0,300.0,228.0,9.999999999999998e-21,1.0,0.007473479724605154,0.9925265202753835,1.1516177381746423e-14,0.0
0.0,65.0,300.0,230.0,9.999999999999998e-21,1.0,0.00906112379440682,0.990938876205578,1.509312131805747e-14,0.0
0.0,66.0,300.0,232.0,9.999999999999998e-21,1.0,0.01076590819436633,0.9892340918056144,1.943129528786813e-14,0.0
0.0,67.0,300.0,234.0,9.999999999999998e-21,1.0,0.012560158967950633,0.9874398410320249,2.4590771418560912e-14,0.0
0.0,68.0,300.0,236.0,9.999999999999998e-21,1.0,0.014419437284190758,0.9855805627157787,3.062031647331735e-14,0.0
0.0,69.0,300.0,238.0,9.999999999999998e-21,1.0,0.016323795143257266,0.9836762048567054,3.755836087062352e-14,0.0
0.0,70.0,300.0,240.0,9.999999999999998e-21,1.0,0.01825782783198126,0.9817421721679733,4.5434351376991926e-14,0.0
0.0,71.0,300.0,242.0,9.999999999999998e-21,1.0,0.02021008821296048,0.9797899117869852,5.427006110924974e-14,0.0
0.0,72.0,300.0,244.0,9.999999999999998e-21,1.0,0.022172290467710094,0.9778277095322259,6.408065703154441e-14,0.0
0.0,73.0,300.0,246.0,9.999999999999998e-21,1.0,0.024138541924650092,0.975861458075275,7.487554522932913e-14,0.0
0.0,74.0,300.0,248.0,9.999999999999998e-21,1.0,0.02610470108433116,0.9738952989155821,8.665882172081106e-14,0.0
0.0,75.0,300.0,250.0,9.999999999999998e-21,1.0,0.02806788065951862,0.9719321193403819,9.942949867819478e-14,0.0
0.0,76.0,300.0,252.0,9.999999999999998e-21,1.0,0.030026079865892848,0.9699739201339941,1.1318152168748119e-13,0.0
0.0,77.0,300.0,254.0,9.999999999999998e-21,1.0,0.03197791969303718,0.9680220803068348,1.279036209392144e-13,0.0
0.0,78.0,300.0,256.0,9.999999999999998e-21,1.0,0.03392245545504644,0.9660775445448101,1.435790313559471e-13,0.0
0.0,79.0,300.0,258.0,9.999999999999998e-21,1.0,0.03585904535375347,0.9641409546460863,1.6018510910483183e-13,0.0
0.0,80.0,300.0,260.0,9.999999999999998e-21,1.0,0.03778725880766628,0.962212741192156,1.7769286601846735e-13,0.0
0.0,81.0,300.0,262.0,9.999999999999998e-21,1.0,0.039706812668286205,0.9602931873315176,1.9606643940600935e-13,0.0
0.0,82.0,300.0,264.0,9.999999999999998e-21,1.0,0.04161752685886638,0.9583824731409185,2.152625124243082e-13,0.0
0.0,83.0,300.0,266.0,9.999999999999998e-21,1.0,0.04351929349367874,0.956480706506086,2.3522969933011894e-13,0.0
0.0,84.0,300.0,268.0,9.999999999999998e-21,1.0,0.04541205534303367,0.9545879446567107,2.5590791029262923e-13,0.0
0.0,85.0,300.0,270.0,9.999999999999998e-21,1.0,0.04729579078011865,0.9527042092196042,2.7722771179780637e-13,0.0
0.0,86.0,300.0,272.0,9.999999999999998e-21,1.0,0.049170503227721325,0.9508294967719796,2.991096707094006e-13,0.0
0.0,87.0,300.0,274.0,9.999999999999998e-21,1.0,0.05103621374567816,0.9489637862540006,3.2146381237588414e-13,0.0
0.0,88.0,300.0,276.0,9.999999999999998e-21,1.0,0.052983614039497064,0.9470163859601588,3.442146821830894e-13,0.0
0.0,89.0,300.0,278.0,9.999999999999998e-21,1.0,0.055077790307226815,0.9449222096924056,3.673809511884808e-13,0.0
0.0,90.0,300.0,280.0,9.999999999999998e-21,1.0,0.057298879520129256,0.94270112047948,3.910559063189284e-13,0.0
0.0,91.0,300.0,282.0,9.999999999999998e-21,1.0,0.05962688778164206,0.9403731122179428,4.1533430378609943e-13,0.0
0.0,92.0,300.0,284.0,9.999999999999998e-21,1.0,0.06204301665067742,0.9379569833488824,4.4030675308252123e-13,0.0
0.0,93.0,300.0,286.0,9.999999999999998e-21,1.0,0.06453047684364777,0.9354695231558863,4.660557373645218e-13,0.0
0.0,94.0,300.0,288.0,9.999999999999998e-21,1.0,0.06707484931615276,0.9329251506833546,4.926533367113177e-13,0.0
0.0,95.0,300.0,290.0,9.999999999999998e-21,1.0,0.06966411467198683,0.9303358853274929,5.201603947184525e-13,0.0
0.0,96.0,300.0,292.0,9.999999999999998e-21,1.0,0.07228847762192513,0.9277115223775264,5.486267231920896e-13,0.0
0.0,97.0,300.0,294.0,9.999999999999998e-21,1.0,0.07494008949182146,0.9250599105076005,5.78091945272367e-13,0.0
0.0,98.0,300.0,296.0,9.999999999999998e-21,1.0,0.07761273970547909,0.9223872602939125,6.085866572830963e-13,0.0
0.0,99.0,300.0,298.0,9.999999999999998e-21,1.0,0.08030155852377645,0.9196984414755837,6.401336873664834e-13,0.0
0.0,100.0,300.0,300.0,9.999999999999998e-21,1.0,0.08300275227144209,0.9169972477278854,6.727493147546387e-13,0.0
0.0,101.0,300.0,302.0,9.999999999999998e-21,1.0,0.08571337874576339,0.9142866212535303,7.064443773269818e-13,0.0
0.0,102.0,300.0,304.0,9.999999999999998e-21,1.0,0.08843116277134583,0.9115688372279132,7.412252374595608e-13,0.0
0.0,103.0,300.0,306.0,9.999999999999998e-21,1.0,0.0911543480388471,0.9088456519603757,7.770946016793329e-13,0.0
0.0,104.0,300.0,308.0,9.999999999999998e-21,1.0,0.09388157990598682,0.9061184200931993,8.140522034178085e-13,0.0
0.0,105.0,300.0,310.0,9.999999999999998e-21,1.0,0.09661181368025225,0.9033881863188956,8.520953644615475e-13,0.0
0.0,106.0,300.0,312.0,9.999999999999998e-21,1.0,0.0993442433756864,0.9006557566234225,8.912194525831461e-13,0.0
0.0,107.0,300.0,314.0,9.999999999999998e-21,1.0,0.10207824665373594,0.8979217533453324,9.314182523266772e-13,0.0
0.0,108.0,300.0,316.0,9.999999999999998e-21,1.0,0.10515731014345274,0.8948426898555779,9.692026279716264e-13,0.0
0.0,109.0,300.0,318.0,9.999999999999998e-21,1.0,0.10872581919126303,0.891274180807734,1.003065445487618e-12,0.0
0.0,110.0,300.0,320.0,9.999999999999998e-21,1.0,0.11281359359364797,0.8871864064053194,1.0327624404300766e-12,0.0
0.0,111.0,300.0,322.0,9.999999999999998e-21,1.0,0.11744008270323618,0.8825599172957057,1.0582223284370486e-12,0.0
0.0,112.0,300.0,324.0,9.999999999999998e-21,1.0,0.12261264262610508,0.8773873573728154,1.0795717652112792e-12,0.0
0.0,113.0,300.0,326.0,9.999999999999998e-21,1.0,0.12832581614834065,0.8716741838505623,1.0971438846600526e-12,0.0
0.0,114.0,300.0,328.0,9.999999999999998e-21,1.0,0.13456176643805087,0.8654382335608377,1.1114604259344631e-12,0.0
0.0,115.0,300.0,330.0,9.999999999999998e-21,1.0,0.14129179372338702,0.8587082062754899,1.1231917400616978e-12,0.0
0.0,116.0,300.0,332.0,9.999999999999998e-21,1.0,0.14847866939787063,0.8515213306009961,1.1331029441544366e-12,0.0
0.0,117.0,300.0,334.0,9.999999999999998e-21,1.0,0.15607940483665314,0.8439205951622049,1.141994705989915e-12,0.0
0.0,118.0,300.0,336.0,9.999999999999998e-21,1.0,0.16404805419384538,0.835951945805004,1.1506476619543082e-12,0.0
0.0,119.0,300.0,338.0,9.999999999999998e-21,1.0,0.17233822273346186,0.8276617772653786,1.159777166350009e-12,0.0
0.0,120.0,300.0,340.0,9.999999999999998e-21,1.0,0.18090507459932118,0.819094925399509,1.1700018011713387e-12,0.0
0.0,121.0,300.0,342.0,9.999999999999998e-21,1.0,0.18970676202668638,0.810293237972132,1.1818259868426943e-12,0.0
0.0,122.0,300.0,344.0,9.999999999999998e-21,1.0,0.19870530004320944,0.801294699955595,1.1956348424054724e-12,0.0
0.0,123.0,300.0,346.0,9.999999999999998e-21,1.0,0.20786697358383144,0.7921330264149569,1.2116983404781705e-12,0.0
0.0,124.0,300.0,348.0,9.999999999999998e-21,1.0,0.2171623795104299,0.7828376204883399,1.2301869570846162e-12,0.0
0.0,125.0,300.0,350.0,9.999999999999998e-21,1.0,0.22656626881070077,0.773433731188048,1.2511682404322753e-12,0.0
0.0,126.0,300.0,352.0,9.999999999999998e-21,1.0,0.23605717381884234,0.7639428261798833,1.2746400151231453e-12,0.0
0.0,127.0,300.0,354.0,9.999999999999998e-21,1.0,0.24561700944568518,0.7543829905530145,1.3005385090951947e-12,0.0
0.0,128.0,300.0,356.0,9.999999999999998e-21,1.0,0.2552306404784889,0.7447693595201823,1.3287518930649134e-12,0.0
0.0,129.0,300.0,358.0,9.999999999999998e-21,1.0,0.2648854611722771,0.7351145388263638,1.3591322294579182e-12,0.0
0.0,130.0,300.0,360.0,9.999999999999998e-21,1.0,0.27457100674369495,0.7254289932549136,1.3915056705604028e-12,0.0
0.0,131.0,300.0,362.0,9.999999999999998e-21,1.0,0.2842786063782863,0.7157213936202883,1.4256809354886938e-12,0.0
0.0,132.0,300.0,364.0,9.999999999999998e-21,1.0,0.2940010809470814,0.7059989190514571,1.4614561469991532e-12,0.0
0.0,133.0,300.0,366.0,9.999999999999998e-21,1.0,0.3037324840252885,0.6962675159732128,1.498624322940241e-12,0.0
0.0,134.0,300.0,368.0,9.999999999999998e-21,1.0,0.3134678820984201,0.6865321179000429,1.5369778903473592e-12,0.0
0.0,135.0,300.0,370.0,9.999999999999998e-21,1.0,0.32320317192302805,0.6767968280753957,1.5763118109656933e-12,0.0
0.0,136.0,300.0,372.0,9.999999999999998e-21,1.0,0.3329349283178201,0.6670650716805635,1.6164260472886833e-12,0.0
0.0,137.0,300.0,374.0,9.999999999999998e-21,1.0,0.34266027841852886,0.6573397215798141,1.6571273565322737e-12,0.0
0.0,138.0,300.0,376.0,9.999999999999998e-21,1.0,0.35237679821451257,0.6476232017837894,1.6982305442428854e-12,0.0
0.0,139.0,300.0,378.0,9.999999999999998e-21,1.0,0.36208242766318566,0.637917572335075,1.7395592878983451e-12,0.0
0.0,140.0,300.0,380.0,9.999999999999998e-21,1.0,0.3717754011806464,0.6282245988175728,1.7809466217898923e-12,0.0
0.0,141.0,300.0,382.0,9.999999999999998e-21,1.0,0.3814541907882988,0.618545809209879,1.822235157983206e-12,0.0
0.0,142.0,300.0,384.0,9.999999999999998e-21,1.0,0.39111745963300276,0.6088825403651342,1.8632771042064837e-12,0.0
0.0,143.0,300.0,386.0,9.999999999999998e-21,1.0,0.40076402398312766,0.5992359760149684,1.9039341278864462e-12,0.0
0.0,144.0,300.0,388.0,9.999999999999998e-21,1.0,0.4103928221335444,0.5896071778645116,1.9440771059593883e-12,0.0
0.0,145.0,300.0,390.0,9.999999999999998e-21,1.0,0.4200028889321207,0.579997111065896,1.9835857922235067e-12,0.0
0.0,146.0,300.0,392.0,9.999999999999998e-21,1.0,0.4295933348738463,0.5704066651241314,2.022348427586331e-12,0.0
0.0,147.0,300.0,394.0,9.999999999999998e-21,1.0,0.43916332890215826,0.5608366710957817,2.0602613133464476e-12,0.0
0.0,148.0,300.0,396.0,9.999999999999998e-21,1.0,0.4487120842162267,0.5512879157816761,2.097228363415766e-12,0.0
0.0,149.0,300.0,398.0,9.999999999999998e-21,1.0,0.45823884651334945,0.5417611534845174,2.1331606479568604e-12,0.0
0.0,150.0,300.0,400.0,9.999999999999998e-21,1.0,0.4677428842019751,0.5322571157958572,2.1679759381295094e-12,0.0
0.0,151.0,300.0,402.0,9.999999999999998e-21,1.0,0.4772234802074641,0.5227765197903342,2.2015982593904355e-12,0.0
0.0,152.0,300.0,404.0,9.999999999999998e-21,1.0,0.48667992506300645,0.5133200749347596,2.233957458970245e-12,0.0
0.0,153.0,300.0,406.0,9.999999999999998e-21,1.0,0.49611151103513096,0.5038884889626041,2.2649887916819608e-12,0.0
0.0,154.0,300.0,408.0,9.999999999999998e-21,1.0,0.5055175270794402,0.4944824729182653,2.2946325270313037e-12,0.0
0.0,155.0,300.0,410.0,9.999999999999998e-21,1.0,0.5161541753168535,0.48384582468082316,2.3233802187616363e-12,0.0
0.0,156.0,300.0,412.0,9.999999999999998e-21,1.0,0.5293854156399929,0.47061458435764697,2.360280734723566e-12,0.0
0.0,157.0,300.0,414.0,9.999999999999998e-21,1.0,0.5460909640087718,0.45390903598880633,2.4219921498029108e-12,0.0
0.0,158.0,300.0,416.0,9.999999999999998e-21,1.0,0.5676040873757033,0.43239591262176896,2.5277344600213573e-12,0.0
0.0,159.0,300.0,418.0,9.999999999999998e-21,1.0,0.5960517594976787,0.4039482404996208,2.7004514895182257e-12,0.0
0.0,160.0,300.0,420.0,9.999999999999998e-21,1.0,0.6350312524339163,0.3649687475631157,2.968189599053322e-12,0.0
0.0,161.0,300.0,422.0,9.999999999999998e-21,1.0,0.690965894447878,0.30903410554875765,3.3643998378483363e-12,0.0
0.0,162.0,300.0,424.0,9.999999999999998e-21,1.0,0.7751589944433612,0.22484100555271452,3.92459976538198e-12,0.0
0.0,163.0,300.0,426.0,9.999999999999998e-21,1.0,0.7888112723279027,0.21118872766750613,4.591230120858554e-12,0.0
0.0,164.0,300.0,428.0,9.999999999999998e-21,1.0,0.7995848380215974,0.20041516197314563,5.2571325988528375e-12,0.0
0.0,165.0,300.0,430.0,9.999999999999998e-21,1.0,0.8087819613138513,0.19121803868023252,5.916256453778141e-12,0.0
0.0,166.0,300.0,432.0,9.999999999999998e-21,1.0,0.8169749811960046,0.18302501879743177,6.563591340127712e-12,0.0
0.0,167.0,300.0,434.0,9.999999999999998e-21,1.0,0.8244704314987601,0.17552956849404544,7.194357219141139e-12,0.0
0.0,168.0,300.0,436.0,9.999999999999998e-21,1.0,0.8314522298177354,0.16854777017446104,7.803714220919551e-12,0.0
0.0,169.0,300.0,438.0,9.999999999999998e-21,1.0,0.8380392510495883,0.16196074894202503,8.386637126914007e-12,0.0
0.0,170.0,300.0,440.0,9.999999999999998e-21,1.0,0.8443124481025179,0.15568755188854422,8.937864286624406e-12,0.0
0.0,171.0,300.0,442.0,9.999999999999998e-21,1.0,0.850329093878987,0.14967090611156117,9.451890935448082e-12,0.0
0.0,172.0,300.0,444.0,9.999999999999998e-21,1.0,0.8561308832167768,0.1438691167733004,9.922996430333342e-12,0.0
0.0,173.0,300.0,446.0,9.999999999999998e-21,1.0,0.8617488336818929,0.1382511663077617,1.034530235806305e-11,0.0
0.0,174.0,300.0,448.0,9.999999999999998e-21,1.0,0.8672063981910929,0.1327936017981944,1.0712861507499228e-11,0.0
0.0,175.0,300.0,450.0,9.999999999999998e-21,1.0,0.8725215218761054,0.12747847811287488,1.1019778783463856e-11,0.0
0.0,176.0,300.0,452.0,9.999999999999998e-21,1.0,0.8777080465364757,0.12229195345226382,1.1260365087429749e-11,0.0
0.0,177.0,300.0,454.0,9.999999999999998e-21,1.0,0.882776696196307,0.11722330379226378,1.142932426718952e-11,0.0
0.0,178.0,300.0,456.0,9.999999999999998e-21,1.0,0.8877357847704993,0.11226421521797884,1.1521971510818191e-11,0.0
0.0,179.0,300.0,458.0,9.999999999999998e-21,1.0,0.8925917357003786,0.10740826428808686,1.1534478944771666e-11,0.0
0.0,180.0,300.0,460.0,9.999999999999998e-21,1.0,0.8973494672599289,0.10265053272860705,1.1464140755885271e-11,0.0
0.0,181.0,300.0,462.0,9.999999999999998e-21,1.0,0.9020126790994575,0.09798732088923301,1.1309647129446939e-11,0.0
0.0,182.0,300.0,464.0,9.999999999999998e-21,1.0,0.9065840765982432,0.09341592339068552,1.1071350283009532e-11,0.0
0.0,183.0,300.0,466.0,9.999999999999998e-21,1.0,0.9110655413596014,0.08893445862964736,1.075150237671668e-11,0.0
0.0,184.0,300.0,468.0,9.999999999999998e-21,1.0,0.9154582632625193,0.0845417367271265,1.0354440571215641e-11,0.0
0.0,185.0,300.0,470.0,9.999999999999998e-21,1.0,0.9197628432234396,0.0802371567666739,9.886691693397327e-12,0.0
0.0,186.0,300.0,472.0,9.999999999999998e-21,1.0,0.923979376187045,0.07602062380359834,9.356965271255836e-12,0.0
0.0,187.0,300.0,474.0,9.999999999999998e-21,1.0,0.928107510444315,0.07189248954690895,8.776017034583826e-12,0.0
0.0,188.0,300.0,476.0,9.999999999999998e-21,1.0,0.9321464962973836,0.06785350369446015,8.156359205972852e-12,0.0
0.0,189.0,300.0,478.0,9.999999999999998e-21,1.0,0.9360952250847557,0.06390477490773254,7.511810276742654e-12,0.0
0.0,190.0,300.0,480.0,9.999999999999998e-21,1.0,0.939952258722721,0.060047741270422075,6.8568973556323625e-12,0.0
0.0,191.0,300.0,482.0,9.999999999999998e-21,1.0,0.9437158539353317,0.05628414605846218,6.2061379997915575e-12,0.0
0.0,192.0,300.0,484.0,9.999999999999998e-21,1.0,0.947383978502216,0.05261602149221083,5.573264150945711e-12,0.0
0.0,193.0,300.0,486.0,9.999999999999998e-21,1.0,0.9509543252914715,0.049045674703558216,4.970451727217453e-12,0.0
0.0,194.0,300.0,488.0,9.999999999999998e-21,1.0,0.954424324051136,0.04557567594445671,4.407641964933428e-12,0.0
0.0,195.0,300.0,490.0,9.999999999999998e-21,1.0,0.9577911516590356,0.04220884833707231,3.892041088340158e-12,0.0
0.0,196.0,300.0,492.0,9.999999999999998e-21,1.0,0.9610517416390377,0.03894825835753448,3.4278671980566777e-12,0.0
0.0,197.0,300.0,494.0,9.999999999999998e-21,1.0,0.9642027950135494,0.03579720498343423,3.0163841624360455e-12,0.0
0.0,198.0,300.0,496.0,9.999999999999998e-21,1.0,0.9672407934973419,0.03275920650000182,2.656216938245142e-12,0.0
0.0,199.0,300.0,498.0,9.999999999999998e-21,1.0,0.9701620173032921,0.029837982694364197,2.343891850094822e-12,0.0
0.0,200.0,300.0,500.0,9.999999999999998e-21,1.0,0.9729625682669522,0.027037431730973373,2.074523627835679e-12,0.0
0.0,201.0,300.0,502.0,9.999999999999998e-21,1.0,0.9756384005222569,0.024361599475900584,1.842537004453371e-12,0.0
0.0,202.0,300.0,504.0,9.999999999999998e-21,1.0,0.9781853636331238,0.021814636365234074,1.6422889155606376e-12,0.0
0.0,203.0,300.0,506.0,9.999999999999998e-21,1.0,0.980599257971294,0.01940074202723742,1.4685517974765208e-12,0.0
0.0,204.0,300.0,508.0,9.999999999999998e-21,1.0,0.9828759074955384,0.01712409250314468,1.3167989725755623e-12,0.0
0.0,205.0,300.0,510.0,9.999999999999998e-21,1.0,0.9850112541321122,0.014988745866704517,1.1832973495920963e-12,0.0
0.0,206.0,300.0,512.0,9.999999999999998e-21,1.0,0.9870014762156808,0.012998523783254185,1.0650779893970844e-12,0.0
0.0,207.0,300.0,514.0,9.999999999999998e-21,1.0,0.9888431362510082,0.01115686374803199,9.59814376612193e-13,0.0
0.0,208.0,300.0,516.0,9.999999999999998e-21,1.0,0.9905333600313353,0.00946663996779915,8.656857945887929e-13,0.0
0.0,209.0,300.0,518.0,9.999999999999998e-21,1.0,0.9920700489802848,0.007929951018934124,7.8124914116046e-13,0.0
0.0,210.0,300.0,520.0,9.999999999999998e-21,1.0,0.9934521246366986,0.006547875362596089,7.053296841489888e-13,0.0
0.0,211.0,300.0,522.0,9.999999999999998e-21,1.0,0.9946797981982418,0.005320201801121387,6.369578278167277e-13,0.0
0.0,212.0,300.0,524.0,9.999999999999998e-21,1.0,0.9957548537838764,0.004245146215548274,5.753110945285022e-13,0.0
