x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.850000000000000089e-01,7.777000000000000248e-06,3.958814379404783963e-09,5.672540489633164746e-04,0.000000000000000000e+00
7.700000000000000178e-01,2.981825000000000203e-05,8.076958040576583918e-09,1.152352145230082668e-03,0.000000000000000000e+00
1.155000000000000027e+00,7.005075000000000689e-05,1.236041909889345643e-08,1.755782868812022762e-03,0.000000000000000000e+00
1.540000000000000036e+00,1.323630000000000065e-04,1.681539430424750328e-08,2.378045107492053091e-03,0.000000000000000000e+00
1.925000000000000044e+00,2.207590000000000051e-04,2.144829571769286839e-08,3.019648024960595867e-03,0.000000000000000000e+00
2.310000000000000053e+00,3.393197499999999660e-04,2.626575758182476463e-08,3.681111204234244899e-03,0.000000000000000000e+00
2.694999999999999840e+00,4.909327499999998441e-04,3.127464339030355984e-08,4.362964679751058818e-03,0.000000000000000000e+00
3.080000000000000071e+00,6.784277499999999319e-04,3.648205316134127645e-08,5.065748970670684581e-03,0.000000000000000000e+00
3.464999999999999858e+00,9.042687499999997776e-04,4.189533092040713487e-08,5.790015107190458685e-03,0.000000000000000000e+00
3.850000000000000089e+00,1.171324000000000063e-03,4.752207239757110346e-08,6.536324646810087735e-03,0.000000000000000000e+00
4.235000000000000320e+00,1.482076750000000179e-03,5.337013294497268342e-08,7.305249675276837690e-03,0.000000000000000000e+00
4.620000000000000107e+00,1.838914000000000087e-03,5.944763568002339831e-08,8.097372797410896245e-03,0.000000000000000000e+00
5.004999999999999893e+00,2.244280499999999710e-03,6.576297986007624341e-08,8.913287110816238770e-03,0.000000000000000000e+00
5.389999999999999680e+00,2.700216749999999680e-03,7.232484949442114069e-08,9.753596170684979832e-03,0.000000000000000000e+00
5.775000000000000355e+00,3.209167500000000353e-03,7.914222219959417484e-08,1.061891392713457290e-02,0.000000000000000000e+00
6.160000000000000142e+00,3.773250249999999997e-03,8.622437830411979440e-08,1.150986465210295136e-02,0.000000000000000000e+00
6.544999999999999929e+00,4.393850999999999833e-03,9.358091020893041775e-08,1.242708285894349868e-02,0.000000000000000000e+00
6.929999999999999716e+00,5.071662749999999824e-03,1.012217320092684714e-07,1.337121318947502059e-02,0.000000000000000000e+00
7.315000000000000391e+00,5.806512250000001388e-03,1.091570893859356678e-07,1.434291028473025711e-02,0.000000000000000000e+00
7.700000000000000178e+00,6.596282000000001054e-03,1.173975697719979133e-07,1.534283863722081184e-02,0.000000000000000000e+00
8.085000000000000853e+00,7.437468500000002369e-03,1.259541128012219645e-07,1.637167241865754991e-02,0.000000000000000000e+00
8.470000000000000639e+00,8.324855000000002531e-03,1.348380210455448056e-07,1.743009528474132042e-02,0.000000000000000000e+00
8.855000000000000426e+00,9.253167000000001377e-03,1.440609710486808722e-07,1.851880015936209489e-02,0.000000000000000000e+00
9.240000000000000213e+00,1.021697600000000088e-02,1.536350246631222090e-07,1.963848898952514493e-02,0.000000000000000000e+00
9.625000000000000000e+00,1.121171974999999980e-02,1.635726406979412745e-07,2.078987247300013996e-02,0.000000000000000000e+00
1.000999999999999979e+01,1.223298999999999914e-02,1.738866868849615471e-07,2.197366976659869894e-02,0.000000000000000000e+00
1.039499999999999957e+01,1.327695599999999775e-02,1.845904521710205171e-07,2.319060815695508579e-02,0.000000000000000000e+00
1.077999999999999936e+01,1.434080724999999695e-02,1.956976593442111514e-07,2.444142269763054445e-02,0.000000000000000000e+00
1.116499999999999915e+01,1.542275349999999712e-02,2.072224780021535162e-07,2.572685581537028851e-02,0.000000000000000000e+00
1.155000000000000071e+01,1.652162050000000049e-02,2.191795379144691272e-07,2.704765688887596220e-02,0.000000000000000000e+00
1.193500000000000050e+01,1.763623400000000063e-02,2.315839425550031375e-07,2.840458181496281070e-02,0.000000000000000000e+00
1.232000000000000028e+01,1.876611275000000106e-02,2.444512833027531241e-07,2.979839249988399524e-02,0.000000000000000000e+00
1.270500000000000007e+01,1.991131449999999914e-02,2.577976538062549302e-07,3.122985632218230542e-02,0.000000000000000000e+00
1.308999999999999986e+01,2.107214724999999927e-02,2.716396647886899147e-07,3.269974555629795443e-02,0.000000000000000000e+00
1.347499999999999964e+01,2.225069000000000005e-02,2.859944592469408196e-07,3.420883678145466428e-02,0.000000000000000000e+00
1.385999999999999943e+01,2.344775124999999918e-02,3.008797280538806633e-07,3.575791024664536077e-02,0.000000000000000000e+00
1.424499999999999922e+01,2.466527524999999679e-02,3.163137259733670289e-07,3.734774915946829227e-02,0.000000000000000000e+00
1.463000000000000078e+01,2.590632275000000206e-02,3.323152880976046726e-07,3.897913894361651477e-02,0.000000000000000000e+00
1.501500000000000057e+01,2.717420475000000002e-02,3.489038467167348575e-07,4.065286648124666335e-02,0.000000000000000000e+00
1.540000000000000036e+01,2.847413799999999953e-02,3.660994486307070178e-07,4.236971927748175298e-02,0.000000000000000000e+00
1.578500000000000014e+01,2.981187824999999986e-02,3.839227729136883617e-07,4.413048456734666725e-02,0.000000000000000000e+00
1.617000000000000171e+01,3.119425925000000530e-02,4.023951491406412800e-07,4.593594838740242686e-02,0.000000000000000000e+00
1.655499999999999972e+01,3.262849974999999791e-02,4.215385760866657352e-07,4.778689464373826051e-02,0.000000000000000000e+00
1.694000000000000128e+01,3.412251150000000094e-02,4.413757409144497332e-07,4.968410405528955048e-02,0.000000000000000000e+00
1.732499999999999929e+01,3.568436024999999123e-02,4.619300388555935254e-07,5.162835305357341142e-02,0.000000000000000000e+00
1.771000000000000085e+01,3.732159200000000066e-02,4.832255933987597864e-07,5.362041266468599993e-02,0.000000000000000000e+00
1.809499999999999886e+01,3.904225324999999192e-02,5.052872769962994875e-07,5.566104736042349482e-02,0.000000000000000000e+00
1.848000000000000043e+01,4.085402475000000228e-02,5.281407323011140964e-07,5.775101376619565935e-02,0.000000000000000000e+00
1.886499999999999844e+01,4.276310499999999570e-02,5.518123939457345345e-07,5.989105933625066269e-02,0.000000000000000000e+00
1.925000000000000000e+01,4.477528825000000323e-02,5.763295108758379925e-07,6.208192104090200919e-02,0.000000000000000000e+00
1.963500000000000156e+01,4.689565650000001445e-02,6.017201692506481615e-07,6.432432395843259987e-02,0.000000000000000000e+00
2.001999999999999957e+01,4.912950350000000466e-02,6.280133159229157483e-07,6.661897976036258717e-02,0.000000000000000000e+00
2.040500000000000114e+01,5.148250800000001709e-02,6.552387825114093356e-07,6.896658520269810522e-02,0.000000000000000000e+00
2.078999999999999915e+01,5.395952100000000334e-02,6.834273100790954688e-07,7.136782053880236232e-02,0.000000000000000000e+00
2.117500000000000071e+01,5.656335300000001065e-02,7.126105744304435000e-07,7.382334782171655341e-02,0.000000000000000000e+00
2.155999999999999872e+01,5.929642949999999746e-02,7.428212120415318051e-07,7.633380922261376322e-02,0.000000000000000000e+00
2.194500000000000028e+01,6.216123375000000978e-02,7.740928466369070678e-07,7.889982528593349198e-02,0.000000000000000000e+00
2.232999999999999829e+01,6.515996024999999581e-02,8.064601164273908887e-07,8.152199303965670940e-02,0.000000000000000000e+00
2.271499999999999986e+01,6.829324425000000975e-02,8.399587020233149146e-07,8.420088413330792387e-02,0.000000000000000000e+00
2.310000000000000142e+01,7.156098950000001901e-02,8.746253550379136471e-07,8.693704293953308238e-02,0.000000000000000000e+00
2.348499999999999943e+01,7.496331150000000443e-02,9.104979273958978043e-07,8.973098448037035435e-02,0.000000000000000000e+00
2.387000000000000099e+01,7.850173100000001902e-02,9.476154013624967538e-07,9.258319238588223754e-02,0.000000000000000000e+00
2.425499999999999901e+01,8.217636350000000200e-02,9.860179203085412368e-07,9.549411688049444513e-02,0.000000000000000000e+00
2.464000000000000057e+01,8.598736300000001109e-02,1.025746820227455652e-06,9.846417250373862284e-02,0.000000000000000000e+00
2.502499999999999858e+01,8.993245799999999290e-02,1.066844662020299687e-06,1.014937359280648349e-01,0.000000000000000000e+00
2.541000000000000014e+01,9.400947325000000299e-02,1.109355264565315773e-06,1.045831437905526684e-01,0.000000000000000000e+00
2.579500000000000171e+01,9.821450100000002348e-02,1.153323738588719199e-06,1.077326903379444006e-01,0.000000000000000000e+00
2.617999999999999972e+01,1.025433447500000012e-01,1.198796521353783263e-06,1.109426250919257062e-01,0.000000000000000000e+00
