dist(m),time(s),CeCation(S), Acetaldehyde1-Ce(S), Acetaldehyde2-Ce(S), OAnion(S)
0.000000000000000000e+00,5.000000000000000000e+01,4.241181706340761468e-11,-4.241181706340761468e-11,6.602102895687135030e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.100000000000000000e+01,2.960009553439711679e-11,-2.960009553439711679e-11,4.769986804450324298e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+01,1.986049257617469078e-11,-1.986049257617469078e-11,3.614203142902624907e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.300000000000000000e+01,1.278086691511334394e-11,-1.278086691511334394e-11,2.480838509613808183e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.400000000000000000e+01,7.869473554763735591e-12,-7.869473554763735591e-12,1.391710079735135783e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.500000000000000000e+01,4.624305836265249297e-12,-4.624305836265249297e-12,1.021119028717498134e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,2.586556424586176840e-12,-2.586556424586176840e-12,4.577845199842316471e-33,0.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+01,1.373375905473556306e-12,-1.373375905473556306e-12,4.352300747761342522e-32,0.000000000000000000e+00
0.000000000000000000e+00,5.800000000000000000e+01,6.902793089774524419e-13,-6.902793089774524419e-13,6.817491076577004414e-33,0.000000000000000000e+00
0.000000000000000000e+00,5.900000000000000000e+01,3.274633203168613768e-13,-3.274633203168613768e-13,1.625981401876614394e-32,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+01,1.461824235726504267e-13,-1.461824235726504267e-13,-2.194205967109301597e-32,0.000000000000000000e+00
0.000000000000000000e+00,6.100000000000000000e+01,6.121721907899463048e-14,-6.121721907899463048e-14,-4.619222600991260991e-33,0.000000000000000000e+00
0.000000000000000000e+00,6.200000000000000000e+01,2.397217807822393658e-14,-2.397217807822393658e-14,-6.658752319441962709e-33,0.000000000000000000e+00
0.000000000000000000e+00,6.300000000000000000e+01,8.749143508687198360e-15,-8.749143508687198360e-15,1.128474576789396008e-35,0.000000000000000000e+00
0.000000000000000000e+00,6.400000000000000000e+01,2.966017418254807058e-15,-2.966017418254807058e-15,1.557294915969366491e-34,0.000000000000000000e+00
0.000000000000000000e+00,6.500000000000000000e+01,9.307205681558869232e-16,-9.307205681558869232e-16,-5.970834217431146903e-32,0.000000000000000000e+00
0.000000000000000000e+00,6.600000000000000000e+01,2.693662682942829517e-16,-2.693662682942829517e-16,-1.136223435550016527e-32,0.000000000000000000e+00
0.000000000000000000e+00,6.700000000000000000e+01,7.163865565602736570e-17,-7.163865565602771083e-17,3.484037362051890709e-31,0.000000000000000000e+00
0.000000000000000000e+00,6.800000000000000000e+01,1.744559537461914155e-17,-1.744559537461911381e-17,-2.784172475854797830e-32,0.000000000000000000e+00
0.000000000000000000e+00,6.900000000000000000e+01,3.875411834372949614e-18,-3.875411834373071332e-18,1.217541313553460403e-31,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+01,7.822316798244863344e-19,-7.822316798245207123e-19,3.435528001577637206e-32,0.000000000000000000e+00
0.000000000000000000e+00,7.100000000000000000e+01,1.404342136666144085e-19,-1.404342136665431731e-19,-7.122931528694667600e-32,0.000000000000000000e+00
0.000000000000000000e+00,7.200000000000000000e+01,2.218393343695546716e-20,-2.218393343689389157e-20,-6.157634375709018255e-32,0.000000000000000000e+00
0.000000000000000000e+00,7.300000000000000000e+01,2.981078281626893013e-21,-2.981078281582033892e-21,-4.485912137653207010e-32,0.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000000e+01,3.519825996687071510e-22,-3.519825996674146714e-22,-1.293231865000647825e-33,0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+01,1.051063738923828028e-22,-1.051063739000805041e-22,7.699205879241785828e-33,0.000000000000000000e+00
0.000000000000000000e+00,7.600000000000000000e+01,8.358551169272086022e-23,-8.358551169680593819e-23,4.086582600746666076e-33,0.000000000000000000e+00
0.000000000000000000e+00,7.700000000000000000e+01,7.476162552910602326e-23,-7.476162553296691094e-23,3.862392318157839402e-33,0.000000000000000000e+00
0.000000000000000000e+00,7.800000000000000000e+01,8.188595111440638685e-23,-8.188595112047607544e-23,6.068183957588845465e-33,0.000000000000000000e+00
0.000000000000000000e+00,7.900000000000000000e+01,7.808384850522106848e-23,-7.808384851103647413e-23,5.815405652388020759e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+01,7.292259326174506207e-23,-7.292259326727910139e-23,5.532534691806145494e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000000e+01,6.793607041813462557e-23,-6.793607042343845608e-23,5.303830510910161236e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.200000000000000000e+01,6.331486187612769916e-23,-6.331486188114264018e-23,5.014941019252075858e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.300000000000000000e+01,5.905455284011163496e-23,-5.905455284488884400e-23,4.777209041741776432e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.400000000000000000e+01,5.512740027480810656e-23,-5.512740027935360216e-23,4.545495595307687119e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.500000000000000000e+01,5.150535403801860950e-23,-5.150535404234894261e-23,4.331837742102228141e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.600000000000000000e+01,4.816263909768495366e-23,-4.816263910181065671e-23,4.127207685511084332e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.700000000000000000e+01,4.507578791533298889e-23,-4.507578791928565918e-23,3.951165651531938555e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.800000000000000000e+01,4.222341588968578010e-23,-4.222341589343682959e-23,3.751049493247952329e-33,0.000000000000000000e+00
0.000000000000000000e+00,8.900000000000000000e+01,3.958600874465656540e-23,-3.958600874822856359e-23,3.571998193730701496e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+01,3.714573402758924270e-23,-3.714573403100024518e-23,3.409497854673028471e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.100000000000000000e+01,3.488627026502643944e-23,-3.488627026828096012e-23,3.254520679460618086e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.200000000000000000e+01,3.279267196909474605e-23,-3.279267197220030808e-23,3.104057402555365285e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.300000000000000000e+01,3.085124593050447103e-23,-3.085124593346859759e-23,2.964126555033480180e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.400000000000000000e+01,2.904942395463965987e-23,-2.904942395746987411e-23,2.830214238587805187e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.500000000000000000e+01,2.737568231320044717e-23,-2.737568231590427225e-23,2.702320453218340306e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.600000000000000000e+01,2.581944857972232595e-23,-2.581944858230427578e-23,2.581949831694138066e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.700000000000000000e+01,2.437102957908646217e-23,-2.437102958156007844e-23,2.472111639553303521e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.800000000000000000e+01,2.302152781880736525e-23,-2.302152782117114333e-23,2.363778080181521504e-33,0.000000000000000000e+00
0.000000000000000000e+00,9.900000000000000000e+01,2.176279561469666179e-23,-2.176279561695511558e-23,2.258453786347844543e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+02,2.058737197330593760e-23,-2.058737197547260879e-23,2.165166554666587807e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.010000000000000000e+02,1.948842456814432818e-23,-1.948842457021470287e-23,2.070374690216278542e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.020000000000000000e+02,1.845971179558754268e-23,-1.845971179757215330e-23,1.984610622380284445e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.030000000000000000e+02,1.749553491073401365e-23,-1.749553491263737410e-23,1.901855820082395405e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.040000000000000000e+02,1.659068381543206132e-23,-1.659068381725417161e-23,1.823614916091663948e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.050000000000000000e+02,1.574042571890692838e-23,-1.574042572066433946e-23,1.755906441484300188e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.060000000000000000e+02,1.494044515197936939e-23,-1.494044515366004419e-23,1.680674803031673787e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.070000000000000000e+02,1.418681250193842455e-23,-1.418681250355440015e-23,1.615975593962415083e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.080000000000000000e+02,1.347597646967892229e-23,-1.347597647123471257e-23,1.555790283200313963e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.090000000000000000e+02,1.280469206535286217e-23,-1.280469206684244861e-23,1.489586441362002730e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+02,1.217003723031844857e-23,-1.217003723174935433e-23,1.432410396138006666e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.110000000000000000e+02,1.156935228470796069e-23,-1.156935228608770894e-23,1.378243616452115657e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.120000000000000000e+02,1.100023585184401738e-23,-1.100023585316809422e-23,1.324076836766224649e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.130000000000000000e+02,1.046051674417026882e-23,-1.046051674544619741e-23,1.275928588156543753e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.140000000000000000e+02,9.948211213233957739e-24,-9.948211214461738079e-24,1.226275706777810328e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.150000000000000000e+02,9.461541578520158863e-24,-9.461541579696781689e-24,1.178127458168129432e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.160000000000000000e+02,8.958317107686612264e-24,-8.958317108822610004e-24,1.135997740634658648e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.170000000000000000e+02,8.433279633284119144e-24,-8.433279634364445472e-24,1.080326328179715111e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.180000000000000000e+02,7.937760890187635178e-24,-7.937760891218308625e-24,1.032178079570034215e-33,0.000000000000000000e+00
0.000000000000000000e+00,1.190000000000000000e+02,7.472038362113399881e-24,-7.472038363100438978e-24,9.855344637294058467e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+02,7.034353685705080366e-24,-7.034353686648485112e-24,9.419001134268825344e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.210000000000000000e+02,6.623011722774837414e-24,-6.623011723679121708e-24,9.027796614315168061e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.220000000000000000e+02,6.236380397971505284e-24,-6.236380398833659861e-24,8.621545766670985498e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.230000000000000000e+02,5.872953141615277113e-24,-5.872953142441320503e-24,8.260433902098378776e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.240000000000000000e+02,5.531314779856395690e-24,-5.531314780646327894e-24,7.899322037525772054e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.250000000000000000e+02,5.210140490345659647e-24,-5.210140491105499195e-24,7.598395483715266452e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.260000000000000000e+02,4.908175961972193326e-24,-4.908175962697426321e-24,7.237283619142659729e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.270000000000000000e+02,4.624246199327419190e-24,-4.624246200024064162e-24,6.966449720713204687e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.280000000000000000e+02,4.357259989448173992e-24,-4.357259990113221676e-24,6.650476839212173805e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.290000000000000000e+02,4.106187046041705291e-24,-4.106187046685688116e-24,6.424781923854294604e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+02,3.870060050065623571e-24,-3.870060050700578599e-24,6.364596613092193483e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.310000000000000000e+02,3.647970350682126709e-24,-3.647970351267428856e-24,5.868067799304859240e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.320000000000000000e+02,3.439062447420561058e-24,-3.439062447986302979e-24,5.642372883946980038e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.330000000000000000e+02,3.242541315178121759e-24,-3.242541315725808087e-24,5.491909607041727237e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.340000000000000000e+02,3.057651648560110779e-24,-3.057651649083722982e-24,5.236122036302797475e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.350000000000000000e+02,2.883698358784972314e-24,-2.883698359292033558e-24,5.055566104016494114e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.360000000000000000e+02,2.720009422697286352e-24,-2.720009423184787369e-24,4.875010171730190753e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.370000000000000000e+02,2.565971324991487542e-24,-2.565971325462437599e-24,4.709500567134412672e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.380000000000000000e+02,2.420997232899628211e-24,-2.420997233346504144e-24,4.483805651776533470e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.390000000000000000e+02,2.284543121373866221e-24,-2.284543121811714356e-24,4.378481357942856510e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+02,2.156084692940622952e-24,-2.156084693358910862e-24,4.197925425656553148e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.410000000000000000e+02,2.035157414224165992e-24,-2.035157414634930738e-24,4.107647459513401468e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.420000000000000000e+02,1.921293791119668682e-24,-1.921293791506359303e-24,3.866906216464996986e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.430000000000000000e+02,1.814087666734775471e-24,-1.814087667109429030e-24,3.746535594940794745e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.440000000000000000e+02,1.713114297860804079e-24,-1.713114298233953006e-24,3.716442939559744185e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.450000000000000000e+02,1.618016897895678803e-24,-1.618016898247762871e-24,3.520840679582915544e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.460000000000000000e+02,1.528438263481130298e-24,-1.528438263822681936e-24,3.415516385749238583e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.470000000000000000e+02,1.444049024088258839e-24,-1.444049024419278048e-24,3.310192091915561622e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.480000000000000000e+02,1.364542521908703040e-24,-1.364542522226180555e-24,3.189821470391359382e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.490000000000000000e+02,1.289611358508713605e-24,-1.289611358818667955e-24,3.099543504248207701e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+02,1.219000471478323913e-24,-1.219000471776241201e-24,2.979172882724005460e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.510000000000000000e+02,1.152448444842921716e-24,-1.152448445128801942e-24,2.873848588890328499e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.520000000000000000e+02,1.089709365289639286e-24,-1.089709365569500981e-24,2.798616950437702099e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.530000000000000000e+02,1.030558456752258148e-24,-1.030558457026101312e-24,2.738431639675600979e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.540000000000000000e+02,9.747911126795602758e-25,-9.747911129413663776e-25,2.603014690460873458e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.550000000000000000e+02,9.221964438599966240e-25,-9.221964441172888275e-25,2.572922035079822897e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.560000000000000000e+02,8.725855408778790869e-25,-8.725855411276481265e-25,2.497690396627196497e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.570000000000000000e+02,8.257871556578422454e-25,-8.257871559286761438e-25,2.708338984294550418e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.580000000000000000e+02,7.816391991251124573e-25,-7.816391993613398020e-25,2.362273447412468976e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.590000000000000000e+02,7.399802508155703984e-25,-7.399802510472838449e-25,2.302088136650367856e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+02,7.006677959517657656e-25,-7.006677961714421499e-25,2.181717515126165615e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.610000000000000000e+02,6.635631086502649106e-25,-6.635631088624181310e-25,2.136578532054589774e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.620000000000000000e+02,6.285337931410734763e-25,-6.285337933547313295e-25,2.121532204364064494e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.630000000000000000e+02,5.954648360807433930e-25,-5.954648362823641841e-25,2.016207910530387534e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.640000000000000000e+02,5.642340716403010464e-25,-5.642340718313894081e-25,1.925929944387235853e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.650000000000000000e+02,5.347389860445084005e-25,-5.347389862371013950e-25,1.925929944387235853e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.660000000000000000e+02,5.068784411286365255e-25,-5.068784413182202544e-25,1.895837289006185293e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.670000000000000000e+02,4.805609400777028400e-25,-4.805609402612680378e-25,1.820605650553558892e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.680000000000000000e+02,4.556936699262934236e-25,-4.556936700978215593e-25,1.715281356719881932e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.690000000000000000e+02,4.321909164610744521e-25,-4.321909166356118533e-25,1.730327684410407212e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+02,4.099829847732012653e-25,-4.099829849387108699e-25,1.670142373648306091e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.710000000000000000e+02,3.889817673232815387e-25,-3.889817674887911433e-25,1.625003390576730251e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.720000000000000000e+02,3.691284180621438428e-25,-3.691284182246441818e-25,1.625003390576730251e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.730000000000000000e+02,3.503578788445533301e-25,-3.503578790010351381e-25,1.594910735195679691e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.740000000000000000e+02,3.325984899279360769e-25,-3.325984900783993538e-25,1.474540113671477450e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.750000000000000000e+02,3.158031428913149700e-25,-3.158031430417782469e-25,1.474540113671477450e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.760000000000000000e+02,2.999145580082311635e-25,-2.999145581526759093e-25,1.444447458290426890e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.770000000000000000e+02,2.848751220473632854e-25,-2.848751221918080312e-25,1.444447458290426890e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.780000000000000000e+02,2.706440450342510226e-25,-2.706440451696679719e-25,1.354169492147275209e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.790000000000000000e+02,2.571665064021962065e-25,-2.571665065406224212e-25,1.384262147528325769e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+02,2.444174821823195490e-25,-2.444174823177364983e-25,1.354169492147275209e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.810000000000000000e+02,2.323373478525290372e-25,-2.323373479819274553e-25,1.293984181385174089e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.820000000000000000e+02,2.208990176276063571e-25,-2.208990177570047753e-25,1.293984181385174089e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.830000000000000000e+02,2.100611398296043841e-25,-2.100611399499750056e-25,1.203706215242022408e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.840000000000000000e+02,1.998009826351671425e-25,-1.998009827525284985e-25,1.203706215242022408e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.850000000000000000e+02,1.900714055866766008e-25,-1.900714057040379568e-25,1.143520904479921288e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.860000000000000000e+02,1.808532378811698312e-25,-1.808532379955219216e-25,1.113428249098870728e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.870000000000000000e+02,1.721163415437267792e-25,-1.721163416580788696e-25,1.113428249098870728e-34,0.000000000000000000e+00
0.000000000000000000e+00,1.880000000000000000e+02,1.638318904586460720e-25,-1.638318905669796314e-25,1.083335593717820167e-34,0.000000000000000000e+00
