AcH - T,AcH - I,dT,dt,time,AcHBackgroundSubtracted,"Integral by ""Signal"" * seconds",Cumulative integral,Theta(ML),Theta(ML) zero after 325,dTheta/dt,negRT,"""Ea"" from ln(-Rate/1E13/Theta)*-RT",Errors
316.97,0.0699377,0.77,0.385,82.005,0.0048977,0.001885615,1.001166282,0.019786655,0.019786655,-0.004795198,-2635.447065,82623.89793,0.00125
317.74,0.0699146,0.77,0.385,82.39,0.0048746,0.001876721,1.003043003,0.017949211,0.017949211,-0.004772582,-2641.84923,82579.6232,0.00125
318.51,0.0698909,0.77,0.385,82.775,0.0048509,0.001867597,1.004910599,0.016120701,0.016120701,-0.004749378,-2648.251395,82508.11748,0.00125
319.28,0.0698643,0.77,0.385,83.16,0.0048243,0.001857356,1.006767955,0.014302217,0.014302217,-0.004723335,-2654.65356,82404.44373,0.00125
320.05,0.0698402,0.77,0.385,83.545,0.0048002,0.001848077,1.008616032,0.012492817,0.012492817,-0.004699739,-2661.055725,82256.5671,0.00125
320.82,0.0698217,0.77,0.385,83.93,0.0047817,0.001840955,1.010456986,0.010690391,0.010690391,-0.004681626,-2667.45789,82049.15359,0.00125
321.59,0.0698061,0.77,0.385,84.315,0.0047661,0.001834949,1.012291935,0.008893846,0.008893846,-0.004666353,-2673.860055,81762.86503,0.00125
322.36,0.0697907,0.77,0.385,84.7,0.0047507,0.00182902,1.014120954,0.007103105,0.007103105,-0.004651275,-2680.26222,81364.71177,0.00125
323.13,0.0697751,0.77,0.385,85.085,0.0047351,0.001823014,1.015943968,0.005318244,0.005318244,-0.004636001,-2686.664385,80790.40859,0.00125
323.9,0.0697585,0.77,0.385,85.47,0.0047185,0.001816623,1.01776059,0.003539641,0.003539641,-0.004619749,-2693.06655,79895.98957,0.00125
324.67,0.0697415,0.77,0.385,85.855,0.0047015,0.001810078,1.019570668,0.001767446,0.001767446,-0.004603105,-2699.468715,78220.91408,0.00125
325.44,0.0697289,0.77,0.385,86.24,0.0046889,0.001805227,1.021375894,0,0,-0.004590768,-2705.87088,78000,0.00125
